0,1,tuple_id_1,tuple_id_2
,,A908331,A956845
,,A908331,A967341
,,A908332,A929095
,,A908332,A942597
,,A908332,A983475
,,A908333,A928095
,,A908333,A945916
,,A908333,A984239
,,A908333,A995939
,,A908334,A911498
,,A908334,A925808
,,A908334,A931754
,,A908334,A952559
,,A908334,A977764
,,A908334,A979022
,,A908335,A957022
,,A908337,A921365
,,A908337,A969890
,,A908338,A966759
,,A908339,A911493
,,A908339,A925393
,,A908339,A930331
,,A908339,A995227
,,A908340,A914820
,,A908340,A949861
,,A908340,A995649
,,A908345,A940067
,,A908345,A950665
,,A908346,A988706
,,A908348,A917026
,,A908349,A955066
,,A908350,A934945
,,A908350,A970839
,,A908350,A988944
,,A908351,A953150
,,A908351,A964779
,,A908351,A973847
,,A908352,A942572
,,A908352,A954345
,,A908352,A992738
,,A908353,A923676
,,A908353,A942999
,,A908353,A985114
,,A908355,A935873
,,A908360,A995187
,,A908361,A916856
,,A908361,A939170
,,A908361,A991214
,,A908362,A936939
,,A908362,A938731
,,A908362,A942841
,,A908362,A952795
,,A908362,A971075
,,A908362,A979504
,,A908368,A922890
,,A908374,A915475
,,A908374,A952226
,,A908374,A962808
,,A908374,A981320
,,A908374,A994299
,,A908376,A921553
,,A908376,A943173
,,A908376,A966269
,,A908377,A931250
,,A908378,A914493
,,A908378,A926810
,,A908379,A908423
,,A908379,A915442
,,A908379,A947197
,,A908381,A913675
,,A908381,A990694
,,A908382,A941627
,,A908383,A935091
,,A908385,A911437
,,A908385,A978617
,,A908385,A983623
,,A908389,A984042
,,A908389,A984516
,,A908390,A991721
,,A908391,A973325
,,A908392,A916839
,,A908392,A920738
,,A908392,A941349
,,A908392,A963819
,,A908394,A913361
,,A908394,A930739
,,A908394,A989470
,,A908394,A997087
,,A908395,A931378
,,A908395,A965088
,,A908395,A967896
,,A908397,A945948
,,A908398,A962971
,,A908401,A941100
,,A908401,A967190
,,A908401,A976167
,,A908401,A976547
,,A908403,A938335
,,A908403,A990968
,,A908404,A921146
,,A908404,A958925
,,A908404,A974609
,,A908404,A992178
,,A908406,A927205
,,A908406,A956842
,,A908406,A992974
,,A908412,A924253
,,A908412,A966154
,,A908412,A977467
,,A908416,A914164
,,A908416,A915203
,,A908416,A924752
,,A908416,A949401
,,A908416,A959527
,,A908417,A941211
,,A908417,A981166
,,A908422,A921049
,,A908422,A936229
,,A908422,A939489
,,A908422,A948939
,,A908423,A915442
,,A908423,A947197
,,A908427,A930200
,,A908428,A913790
,,A908432,A914910
,,A908432,A917272
,,A908432,A956175
,,A908434,A947771
,,A908434,A990457
,,A908435,A911399
,,A908435,A948415
,,A908435,A973771
,,A908435,A997876
,,A908436,A914609
,,A908436,A920800
,,A908436,A935289
,,A908436,A985407
,,A908436,A986103
,,A908438,A909193
,,A908438,A910981
,,A908438,A961582
,,A908439,A916741
,,A908439,A939244
,,A908439,A941486
,,A908442,A929789
,,A908442,A972552
,,A908442,A986358
,,A908445,A914945
,,A908445,A918781
,,A908445,A947315
,,A908445,A947509
,,A908445,A948651
,,A908445,A954723
,,A908445,A959105
,,A908445,A997082
,,A908450,A984764
,,A908451,A918891
,,A908451,A931473
,,A908451,A954605
,,A908451,A954662
,,A908451,A958908
,,A908451,A991351
,,A908452,A920883
,,A908452,A922914
,,A908452,A923411
,,A908452,A938700
,,A908452,A955797
,,A908453,A917054
,,A908453,A937608
,,A908453,A946904
,,A908453,A967903
,,A908455,A913054
,,A908455,A928484
,,A908455,A958291
,,A908458,A911213
,,A908458,A915648
,,A908460,A976318
,,A908460,A979744
,,A908460,A994749
,,A908464,A909750
,,A908464,A944298
,,A908464,A986638
,,A908465,A935450
,,A908465,A936179
,,A908465,A952595
,,A908465,A953031
,,A908465,A996179
,,A908466,A912904
,,A908466,A927716
,,A908466,A967921
,,A908466,A987604
,,A908467,A963120
,,A908468,A918488
,,A908468,A941931
,,A908468,A941969
,,A908468,A944360
,,A908468,A952724
,,A908468,A962975
,,A908468,A998013
,,A908470,A970290
,,A908470,A977850
,,A908473,A965490
,,A908473,A989602
,,A908474,A909172
,,A908474,A912146
,,A908474,A916824
,,A908477,A917112
,,A908479,A965917
,,A908481,A909765
,,A908481,A976848
,,A908482,A917458
,,A908482,A942132
,,A908482,A961069
,,A908482,A981423
,,A908482,A997477
,,A908483,A936049
,,A908483,A968545
,,A908484,A936586
,,A908491,A959154
,,A908491,A992677
,,A908491,A998034
,,A908492,A947773
,,A908493,A909037
,,A908493,A949713
,,A908493,A967055
,,A908493,A986362
,,A908494,A914115
,,A908494,A916453
,,A908494,A931401
,,A908495,A915277
,,A908495,A953078
,,A908496,A919132
,,A908496,A970920
,,A908496,A978525
,,A908497,A998646
,,A908497,A998795
,,A908498,A980956
,,A908498,A984334
,,A908500,A970354
,,A908501,A932488
,,A908501,A935327
,,A908501,A955282
,,A908503,A926661
,,A908503,A947117
,,A908504,A939197
,,A908504,A968690
,,A908504,A986549
,,A908504,A991168
,,A908504,A997316
,,A908506,A911579
,,A908506,A941002
,,A908506,A991600
,,A908510,A914668
,,A908510,A926440
,,A908513,A943626
,,A908513,A988525
,,A908514,A986054
,,A908515,A964713
,,A908517,A929045
,,A908517,A955117
,,A908517,A975873
,,A908517,A990770
,,A908518,A993759
,,A908518,A993842
,,A908519,A920194
,,A908521,A923841
,,A908521,A933294
,,A908521,A934105
,,A908521,A976641
,,A908522,A912360
,,A908522,A963896
,,A908527,A918482
,,A908527,A947584
,,A908528,A923809
,,A908528,A942129
,,A908528,A976749
,,A908532,A970169
,,A908532,A979799
,,A908532,A985691
,,A908533,A920814
,,A908533,A984876
,,A908535,A955160
,,A908538,A997995
,,A908540,A931200
,,A908540,A947902
,,A908540,A969414
,,A908540,A975288
,,A908542,A931998
,,A908542,A938740
,,A908542,A940548
,,A908542,A942990
,,A908542,A961592
,,A908544,A922028
,,A908544,A926269
,,A908544,A938015
,,A908544,A995098
,,A908546,A964052
,,A908549,A950579
,,A908549,A988801
,,A908550,A973502
,,A908550,A990511
,,A908550,A996122
,,A908553,A956787
,,A908553,A960597
,,A908553,A976001
,,A908554,A970064
,,A908554,A994089
,,A908562,A951686
,,A908563,A942308
,,A908563,A997872
,,A908564,A949654
,,A908564,A976496
,,A908564,A998967
,,A908565,A909922
,,A908565,A914380
,,A908565,A915273
,,A908565,A924420
,,A908565,A938746
,,A908565,A972507
,,A908566,A921412
,,A908566,A935022
,,A908566,A974614
,,A908567,A956111
,,A908567,A958271
,,A908567,A972348
,,A908568,A923247
,,A908568,A964475
,,A908568,A966320
,,A908568,A980587
,,A908568,A998286
,,A908569,A945273
,,A908569,A979284
,,A908570,A919899
,,A908570,A926516
,,A908570,A971342
,,A908570,A975582
,,A908570,A979554
,,A908570,A984634
,,A908570,A992631
,,A908572,A927557
,,A908572,A955287
,,A908572,A963169
,,A908572,A963810
,,A908575,A972618
,,A908579,A920334
,,A908579,A983621
,,A908581,A926936
,,A908581,A951831
,,A908581,A976502
,,A908581,A980858
,,A908583,A912444
,,A908583,A941214
,,A908583,A955960
,,A908586,A961568
,,A908587,A917882
,,A908587,A924223
,,A908589,A917416
,,A908589,A936776
,,A908589,A994764
,,A908592,A934267
,,A908592,A967516
,,A908592,A992482
,,A908593,A961664
,,A908593,A970530
,,A908594,A923920
,,A908594,A958354
,,A908594,A971669
,,A908599,A924441
,,A908603,A937081
,,A908603,A972842
,,A908604,A988290
,,A908608,A934923
,,A908608,A940009
,,A908609,A950194
,,A908609,A955334
,,A908610,A938666
,,A908610,A949166
,,A908610,A988858
,,A908611,A937468
,,A908611,A954936
,,A908611,A956718
,,A908611,A976828
,,A908612,A916350
,,A908612,A933776
,,A908612,A964179
,,A908612,A972742
,,A908613,A915291
,,A908613,A948963
,,A908615,A916873
,,A908616,A912154
,,A908619,A913334
,,A908619,A915787
,,A908621,A920607
,,A908621,A939757
,,A908621,A955918
,,A908621,A998189
,,A908623,A960403
,,A908624,A968265
,,A908628,A998802
,,A908631,A961347
,,A908632,A972152
,,A908632,A980162
,,A908634,A918822
,,A908634,A990706
,,A908635,A953015
,,A908635,A993919
,,A908636,A916411
,,A908636,A922023
,,A908636,A930961
,,A908636,A964873
,,A908638,A911242
,,A908638,A933992
,,A908638,A990067
,,A908638,A992495
,,A908642,A912885
,,A908642,A927981
,,A908642,A928610
,,A908642,A955644
,,A908642,A959585
,,A908642,A982869
,,A908643,A927028
,,A908643,A968158
,,A908644,A921502
,,A908644,A985199
,,A908647,A943781
,,A908647,A958714
,,A908647,A989623
,,A908650,A936300
,,A908650,A944409
,,A908650,A960039
,,A908650,A978349
,,A908653,A964404
,,A908653,A970407
,,A908655,A910252
,,A908655,A933847
,,A908657,A954177
,,A908657,A960067
,,A908657,A980478
,,A908659,A975626
,,A908659,A976314
,,A908661,A962414
,,A908661,A987722
,,A908662,A944314
,,A908662,A967685
,,A908663,A962952
,,A908663,A966255
,,A908663,A966447
,,A908663,A983601
,,A908663,A996832
,,A908667,A909569
,,A908667,A951995
,,A908667,A955077
,,A908668,A920954
,,A908668,A957273
,,A908670,A925611
,,A908674,A930793
,,A908674,A955864
,,A908674,A978637
,,A908675,A934382
,,A908675,A988865
,,A908676,A910912
,,A908676,A913218
,,A908676,A914106
,,A908676,A920005
,,A908676,A941790
,,A908676,A947905
,,A908676,A958552
,,A908677,A937019
,,A908677,A963957
,,A908680,A928156
,,A908680,A940222
,,A908680,A963028
,,A908681,A938980
,,A908685,A979691
,,A908686,A913775
,,A908686,A926909
,,A908688,A964879
,,A908688,A987945
,,A908693,A936816
,,A908693,A962084
,,A908694,A972481
,,A908694,A972542
,,A908695,A925829
,,A908695,A927203
,,A908696,A981562
,,A908699,A913825
,,A908700,A916842
,,A908700,A935961
,,A908701,A924823
,,A908703,A927736
,,A908703,A929165
,,A908703,A995952
,,A908704,A938845
,,A908704,A969297
,,A908704,A979434
,,A908704,A990830
,,A908704,A991466
,,A908705,A952658
,,A908705,A980087
,,A908705,A985183
,,A908706,A911346
,,A908706,A948028
,,A908707,A920514
,,A908707,A978122
,,A908709,A913730
,,A908709,A933011
,,A908709,A976158
,,A908709,A996813
,,A908710,A937916
,,A908711,A959372
,,A908711,A993524
,,A908712,A919879
,,A908712,A930106
,,A908712,A964908
,,A908716,A919375
,,A908716,A929846
,,A908716,A952750
,,A908718,A937730
,,A908718,A945790
,,A908718,A985146
,,A908718,A992406
,,A908719,A993935
,,A908721,A995054
,,A908724,A923036
,,A908724,A940499
,,A908724,A985675
,,A908726,A932615
,,A908726,A997714
,,A908727,A918754
,,A908727,A926840
,,A908727,A929925
,,A908727,A977176
,,A908727,A993082
,,A908727,A995713
,,A908728,A920369
,,A908731,A937362
,,A908731,A946866
,,A908731,A964262
,,A908731,A992294
,,A908733,A915433
,,A908733,A991761
,,A908734,A910705
,,A908734,A943606
,,A908735,A938661
,,A908735,A988473
,,A908738,A985395
,,A908738,A989456
,,A908738,A990576
,,A908739,A930286
,,A908739,A964923
,,A908739,A985186
,,A908739,A996170
,,A908740,A959209
,,A908740,A974763
,,A908741,A953185
,,A908741,A967997
,,A908741,A972677
,,A908741,A992618
,,A908744,A935743
,,A908744,A948233
,,A908749,A949677
,,A908750,A984122
,,A908755,A934233
,,A908757,A993068
,,A908761,A915949
,,A908761,A928275
,,A908761,A942080
,,A908761,A949204
,,A908761,A968055
,,A908761,A973733
,,A908761,A974078
,,A908761,A984018
,,A908762,A914125
,,A908762,A941435
,,A908763,A916547
,,A908763,A953570
,,A908765,A947314
,,A908765,A948648
,,A908769,A978674
,,A908769,A986634
,,A908770,A939678
,,A908770,A957629
,,A908770,A963387
,,A908770,A983523
,,A908771,A927855
,,A908771,A997837
,,A908773,A945582
,,A908773,A962174
,,A908773,A964273
,,A908773,A989806
,,A908775,A982933
,,A908776,A941059
,,A908776,A951939
,,A908777,A986985
,,A908778,A929359
,,A908778,A954588
,,A908778,A954718
,,A908778,A961507
,,A908778,A976638
,,A908778,A977948
,,A908778,A993638
,,A908779,A950547
,,A908780,A918500
,,A908780,A923244
,,A908782,A922113
,,A908782,A954350
,,A908783,A938464
,,A908783,A959884
,,A908783,A985718
,,A908783,A993103
,,A908784,A965700
,,A908784,A991511
,,A908787,A921299
,,A908787,A921388
,,A908787,A968862
,,A908788,A924448
,,A908788,A933640
,,A908788,A949473
,,A908788,A952545
,,A908788,A967105
,,A908788,A980728
,,A908788,A993241
,,A908790,A939803
,,A908793,A941205
,,A908794,A985324
,,A908795,A979323
,,A908796,A930079
,,A908796,A987523
,,A908799,A928595
,,A908799,A947062
,,A908799,A957617
,,A908800,A916415
,,A908800,A960931
,,A908800,A991990
,,A908802,A940742
,,A908802,A942695
,,A908803,A923346
,,A908803,A938627
,,A908803,A971432
,,A908803,A991041
,,A908804,A911309
,,A908804,A955625
,,A908804,A958895
,,A908804,A977637
,,A908806,A976752
,,A908807,A969252
,,A908807,A969597
,,A908807,A984445
,,A908807,A996419
,,A908809,A915982
,,A908809,A921209
,,A908809,A940465
,,A908809,A996212
,,A908810,A908927
,,A908810,A942624
,,A908810,A951968
,,A908810,A952830
,,A908810,A969995
,,A908810,A994131
,,A908811,A921772
,,A908812,A929769
,,A908812,A931615
,,A908814,A909081
,,A908816,A928194
,,A908816,A957435
,,A908817,A924339
,,A908819,A972746
,,A908820,A930209
,,A908820,A952228
,,A908820,A986654
,,A908821,A961226
,,A908823,A941634
,,A908823,A957413
,,A908825,A916049
,,A908825,A919626
,,A908825,A985650
,,A908826,A940159
,,A908826,A973599
,,A908829,A930314
,,A908829,A938164
,,A908829,A980656
,,A908830,A915683
,,A908830,A927935
,,A908830,A989124
,,A908832,A910099
,,A908832,A946827
,,A908833,A957152
,,A908836,A910332
,,A908836,A955217
,,A908836,A965558
,,A908836,A996336
,,A908837,A929664
,,A908837,A967854
,,A908837,A996799
,,A908838,A986604
,,A908839,A930586
,,A908839,A958378
,,A908842,A923470
,,A908844,A935468
,,A908846,A969351
,,A908848,A920172
,,A908848,A922468
,,A908848,A938724
,,A908848,A941021
,,A908848,A943808
,,A908848,A955580
,,A908848,A990784
,,A908849,A913689
,,A908849,A915798
,,A908849,A924034
,,A908849,A933813
,,A908849,A936444
,,A908850,A910695
,,A908851,A952925
,,A908852,A925784
,,A908852,A974382
,,A908853,A926825
,,A908853,A929918
,,A908853,A935624
,,A908853,A972292
,,A908853,A985881
,,A908854,A912032
,,A908855,A909953
,,A908855,A954042
,,A908855,A976443
,,A908856,A945068
,,A908856,A951143
,,A908856,A970221
,,A908856,A996354
,,A908860,A940046
,,A908861,A948834
,,A908861,A981621
,,A908863,A927580
,,A908864,A908995
,,A908864,A919233
,,A908864,A976043
,,A908864,A985029
,,A908865,A937979
,,A908865,A944901
,,A908865,A955522
,,A908865,A983341
,,A908869,A978790
,,A908869,A980990
,,A908872,A979188
,,A908873,A925263
,,A908873,A934799
,,A908873,A943600
,,A908873,A946304
,,A908873,A979346
,,A908875,A993479
,,A908877,A979645
,,A908880,A911814
,,A908880,A917705
,,A908881,A919070
,,A908881,A976301
,,A908882,A909943
,,A908882,A980541
,,A908883,A928869
,,A908883,A931862
,,A908883,A964019
,,A908884,A939748
,,A908884,A977425
,,A908884,A988451
,,A908884,A995134
,,A908885,A963153
,,A908887,A957754
,,A908887,A960225
,,A908888,A941033
,,A908888,A956096
,,A908888,A968212
,,A908889,A955221
,,A908889,A969369
,,A908890,A994479
,,A908890,A997262
,,A908893,A924857
,,A908893,A945919
,,A908893,A991278
,,A908893,A994694
,,A908895,A936424
,,A908897,A955306
,,A908898,A931662
,,A908899,A940644
,,A908900,A954206
,,A908900,A992515
,,A908903,A922502
,,A908903,A956720
,,A908905,A931589
,,A908905,A937988
,,A908905,A989438
,,A908908,A980132
,,A908909,A953289
,,A908909,A958991
,,A908914,A920233
,,A908914,A954799
,,A908914,A970891
,,A908914,A973747
,,A908914,A982050
,,A908914,A984051
,,A908914,A986330
,,A908914,A993177
,,A908918,A914424
,,A908918,A949429
,,A908918,A971422
,,A908920,A976636
,,A908920,A988793
,,A908921,A946669
,,A908921,A954380
,,A908922,A924398
,,A908922,A933889
,,A908927,A942624
,,A908927,A951968
,,A908927,A952830
,,A908927,A969995
,,A908927,A994131
,,A908928,A913431
,,A908928,A923543
,,A908929,A914332
,,A908929,A931951
,,A908929,A964602
,,A908930,A937158
,,A908930,A937879
,,A908933,A910899
,,A908933,A912143
,,A908933,A918791
,,A908934,A938165
,,A908935,A933227
,,A908935,A944208
,,A908938,A917352
,,A908941,A909681
,,A908941,A951172
,,A908941,A982756
,,A908941,A985147
,,A908944,A920322
,,A908944,A972516
,,A908946,A920220
,,A908946,A925675
,,A908946,A972376
,,A908946,A984054
,,A908946,A994157
,,A908946,A997420
,,A908947,A956300
,,A908947,A979207
,,A908948,A935549
,,A908948,A990105
,,A908950,A910682
,,A908950,A941764
,,A908950,A957786
,,A908950,A958813
,,A908950,A996440
,,A908952,A923938
,,A908952,A949135
,,A908953,A930279
,,A908953,A933593
,,A908954,A954692
,,A908954,A982409
,,A908954,A987696
,,A908956,A984417
,,A908957,A948664
,,A908959,A990059
,,A908960,A953337
,,A908960,A985600
,,A908962,A916882
,,A908963,A973066
,,A908963,A977472
,,A908963,A992350
,,A908964,A941264
,,A908964,A994241
,,A908964,A997889
,,A908966,A915995
,,A908966,A926765
,,A908966,A988085
,,A908967,A924810
,,A908967,A955677
,,A908969,A915074
,,A908969,A957171
,,A908969,A975130
,,A908970,A974800
,,A908971,A923475
,,A908971,A960561
,,A908971,A969687
,,A908971,A970942
,,A908971,A984916
,,A908972,A927928
,,A908977,A926713
,,A908977,A991998
,,A908979,A941079
,,A908979,A950104
,,A908979,A951522
,,A908982,A948065
,,A908982,A960635
,,A908982,A974268
,,A908983,A919558
,,A908984,A924537
,,A908984,A932198
,,A908984,A967452
,,A908984,A973784
,,A908984,A992518
,,A908990,A960702
,,A908994,A986332
,,A908995,A919233
,,A908995,A975996
,,A908995,A976043
,,A908995,A985029
,,A909000,A984327
,,A909001,A934085
,,A909001,A935216
,,A909001,A946920
,,A909001,A961468
,,A909001,A980451
,,A909003,A927658
,,A909003,A951933
,,A909003,A998800
,,A909005,A922347
,,A909005,A960969
,,A909007,A925896
,,A909007,A963874
,,A909007,A984372
,,A909009,A932428
,,A909009,A953666
,,A909009,A962844
,,A909010,A938634
,,A909010,A977569
,,A909010,A996543
,,A909012,A956613
,,A909015,A943685
,,A909015,A988947
,,A909017,A914658
,,A909017,A927226
,,A909017,A932093
,,A909017,A937534
,,A909017,A954226
,,A909017,A961421
,,A909020,A935638
,,A909020,A977671
,,A909020,A982399
,,A909020,A996760
,,A909021,A950977
,,A909022,A991393
,,A909023,A956579
,,A909023,A960171
,,A909024,A932265
,,A909024,A964049
,,A909025,A934047
,,A909025,A947583
,,A909025,A954034
,,A909026,A912830
,,A909026,A940255
,,A909030,A913002
,,A909030,A915797
,,A909030,A917715
,,A909030,A951089
,,A909030,A967965
,,A909030,A982274
,,A909032,A915964
,,A909032,A921276
,,A909032,A923105
,,A909034,A911683
,,A909034,A916729
,,A909034,A961358
,,A909034,A984072
,,A909034,A989064
,,A909035,A933374
,,A909035,A949575
,,A909035,A984560
,,A909036,A935013
,,A909036,A935954
,,A909036,A984422
,,A909036,A996937
,,A909037,A949713
,,A909037,A967055
,,A909037,A986362
,,A909038,A923575
,,A909040,A917070
,,A909040,A960884
,,A909040,A963809
,,A909040,A968373
,,A909042,A949243
,,A909042,A949732
,,A909042,A974346
,,A909044,A913095
,,A909044,A931741
,,A909044,A932646
,,A909046,A994493
,,A909046,A994853
,,A909047,A915121
,,A909049,A916191
,,A909049,A973275
,,A909049,A981476
,,A909049,A990368
,,A909050,A989789
,,A909051,A912998
,,A909051,A969793
,,A909052,A923160
,,A909052,A934461
,,A909052,A969969
,,A909054,A985816
,,A909054,A994223
,,A909056,A932060
,,A909056,A990573
,,A909056,A998551
,,A909057,A989558
,,A909058,A998857
,,A909062,A929327
,,A909062,A987887
,,A909064,A921045
,,A909064,A930698
,,A909066,A915499
,,A909066,A962880
,,A909066,A971651
,,A909069,A981435
,,A909071,A932048
,,A909071,A956353
,,A909071,A965551
,,A909071,A982434
,,A909073,A941458
,,A909073,A949674
,,A909075,A955789
,,A909076,A924982
,,A909076,A956232
,,A909076,A966581
,,A909077,A945753
,,A909077,A984834
,,A909080,A956171
,,A909081,A927534
,,A909084,A925446
,,A909084,A927009
,,A909084,A961672
,,A909084,A970578
,,A909084,A978265
,,A909086,A916313
,,A909086,A937604
,,A909086,A996279
,,A909087,A942235
,,A909087,A956644
,,A909088,A941273
,,A909089,A928799
,,A909089,A937101
,,A909089,A951780
,,A909089,A957254
,,A909089,A973025
,,A909089,A978371
,,A909090,A970961
,,A909090,A996422
,,A909091,A974327
,,A909091,A996236
,,A909093,A942056
,,A909094,A920320
,,A909094,A926658
,,A909095,A912611
,,A909095,A997313
,,A909096,A938479
,,A909096,A942584
,,A909096,A963146
,,A909096,A997923
,,A909097,A937131
,,A909097,A943124
,,A909097,A951697
,,A909097,A969801
,,A909099,A921820
,,A909099,A932244
,,A909099,A973689
,,A909099,A977612
,,A909099,A978445
,,A909101,A940207
,,A909101,A958918
,,A909101,A968478
,,A909102,A981893
,,A909103,A992500
,,A909105,A953600
,,A909105,A963690
,,A909106,A925374
,,A909106,A949024
,,A909106,A968992
,,A909107,A951423
,,A909107,A969711
,,A909110,A930765
,,A909111,A942629
,,A909111,A943295
,,A909111,A968000
,,A909111,A969427
,,A909112,A926526
,,A909112,A937752
,,A909112,A959660
,,A909112,A977922
,,A909112,A989699
,,A909113,A986989
,,A909114,A911019
,,A909114,A916746
,,A909114,A987562
,,A909114,A998667
,,A909115,A921817
,,A909115,A929485
,,A909119,A929577
,,A909119,A956784
,,A909120,A915483
,,A909120,A926946
,,A909120,A931016
,,A909120,A981739
,,A909120,A996745
,,A909121,A935059
,,A909122,A922568
,,A909122,A951563
,,A909122,A954130
,,A909124,A943464
,,A909126,A969157
,,A909127,A920906
,,A909128,A917233
,,A909128,A925961
,,A909128,A966474
,,A909128,A968917
,,A909128,A995175
,,A909130,A943016
,,A909130,A944350
,,A909130,A965687
,,A909130,A965825
,,A909130,A998765
,,A909131,A946099
,,A909131,A961915
,,A909131,A965521
,,A909131,A980830
,,A909131,A989173
,,A909133,A922469
,,A909136,A961611
,,A909136,A991725
,,A909137,A933425
,,A909137,A956337
,,A909139,A914289
,,A909139,A948787
,,A909146,A937266
,,A909146,A973796
,,A909146,A996738
,,A909147,A931202
,,A909147,A939229
,,A909147,A973989
,,A909147,A976732
,,A909147,A981219
,,A909147,A995950
,,A909150,A935607
,,A909151,A924227
,,A909151,A946587
,,A909151,A949322
,,A909151,A959348
,,A909151,A960072
,,A909151,A997113
,,A909152,A957777
,,A909152,A982983
,,A909154,A951278
,,A909154,A954307
,,A909154,A988232
,,A909155,A958391
,,A909156,A919089
,,A909157,A912073
,,A909159,A928655
,,A909159,A950811
,,A909160,A927043
,,A909160,A976801
,,A909164,A954523
,,A909164,A982919
,,A909168,A939437
,,A909168,A947642
,,A909168,A983852
,,A909169,A916117
,,A909169,A941959
,,A909169,A951779
,,A909169,A961900
,,A909169,A971831
,,A909169,A985234
,,A909172,A912146
,,A909172,A916824
,,A909173,A927283
,,A909173,A930620
,,A909173,A970579
,,A909173,A977089
,,A909173,A994189
,,A909175,A931419
,,A909175,A936307
,,A909175,A985967
,,A909175,A985981
,,A909175,A998723
,,A909176,A911283
,,A909176,A939345
,,A909176,A994104
,,A909179,A919021
,,A909179,A952797
,,A909181,A942291
,,A909181,A956556
,,A909181,A963654
,,A909181,A998754
,,A909183,A972109
,,A909185,A974156
,,A909185,A980890
,,A909186,A915140
,,A909186,A926590
,,A909186,A941471
,,A909187,A912293
,,A909187,A947613
,,A909187,A973596
,,A909192,A961605
,,A909193,A910981
,,A909193,A961582
,,A909194,A944286
,,A909194,A967424
,,A909194,A972613
,,A909194,A977962
,,A909195,A947625
,,A909195,A959259
,,A909195,A986489
,,A909196,A929407
,,A909196,A949271
,,A909196,A995461
,,A909197,A927751
,,A909197,A933946
,,A909197,A966247
,,A909197,A980894
,,A909197,A995836
,,A909202,A922655
,,A909202,A944515
,,A909202,A952605
,,A909202,A976765
,,A909205,A975839
,,A909207,A991106
,,A909209,A925051
,,A909209,A961109
,,A909211,A947325
,,A909213,A970397
,,A909214,A942778
,,A909214,A958831
,,A909215,A941099
,,A909215,A968873
,,A909215,A990543
,,A909216,A929403
,,A909216,A931642
,,A909216,A935907
,,A909216,A996326
,,A909222,A915628
,,A909223,A920253
,,A909223,A945100
,,A909223,A955751
,,A909223,A967488
,,A909223,A975345
,,A909223,A975413
,,A909226,A915013
,,A909226,A973163
,,A909228,A911069
,,A909228,A970969
,,A909229,A983755
,,A909230,A920604
,,A909230,A927302
,,A909230,A945089
,,A909230,A950578
,,A909230,A963008
,,A909230,A986789
,,A909234,A944026
,,A909234,A958889
,,A909234,A966960
,,A909235,A973620
,,A909237,A931637
,,A909237,A976169
,,A909237,A994440
,,A909239,A915025
,,A909242,A919603
,,A909245,A936510
,,A909245,A945537
,,A909245,A957579
,,A909245,A969360
,,A909247,A930180
,,A909247,A953826
,,A909247,A963016
,,A909249,A920629
,,A909250,A912059
,,A909250,A947210
,,A909250,A950723
,,A909250,A998287
,,A909251,A918997
,,A909251,A925705
,,A909251,A953389
,,A909251,A959482
,,A909251,A976156
,,A909255,A923801
,,A909255,A941820
,,A909255,A945190
,,A909255,A970138
,,A909255,A972313
,,A909255,A978241
,,A909257,A912889
,,A909257,A948535
,,A909259,A963830
,,A909261,A944017
,,A909261,A959070
,,A909261,A964698
,,A909263,A920763
,,A909264,A914995
,,A909264,A951635
,,A909264,A973211
,,A909264,A998152
,,A909269,A910436
,,A909269,A944234
,,A909271,A976654
,,A909271,A990208
,,A909272,A976998
,,A909272,A977386
,,A909273,A985172
,,A909275,A926512
,,A909276,A955331
,,A909277,A932868
,,A909277,A947180
,,A909277,A997701
,,A909279,A934798
,,A909279,A955090
,,A909279,A965145
,,A909279,A980316
,,A909280,A943466
,,A909280,A947754
,,A909280,A966575
,,A909280,A966729
,,A909280,A981891
,,A909282,A909818
,,A909282,A939891
,,A909282,A947056
,,A909282,A975483
,,A909285,A929398
,,A909285,A961878
,,A909285,A985602
,,A909287,A951698
,,A909287,A957670
,,A909287,A971857
,,A909288,A922406
,,A909288,A926546
,,A909288,A964711
,,A909289,A932031
,,A909289,A945441
,,A909291,A932987
,,A909292,A930098
,,A909293,A947880
,,A909295,A957992
,,A909295,A962563
,,A909295,A970073
,,A909296,A916914
,,A909296,A974060
,,A909300,A930136
,,A909301,A959079
,,A909307,A913215
,,A909307,A931398
,,A909307,A937473
,,A909307,A955961
,,A909307,A963080
,,A909307,A993088
,,A909308,A909447
,,A909308,A967539
,,A909308,A977623
,,A909309,A962817
,,A909311,A932368
,,A909311,A979920
,,A909312,A933440
,,A909312,A959624
,,A909313,A915381
,,A909313,A945961
,,A909313,A951055
,,A909313,A968245
,,A909313,A973410
,,A909313,A981499
,,A909314,A914331
,,A909314,A943240
,,A909314,A965344
,,A909315,A912237
,,A909315,A936705
,,A909315,A974066
,,A909316,A917685
,,A909317,A911394
,,A909317,A921515
,,A909317,A955875
,,A909317,A972690
,,A909317,A994248
,,A909320,A996329
,,A909321,A967738
,,A909321,A988771
,,A909321,A995113
,,A909325,A937202
,,A909325,A962502
,,A909325,A997193
,,A909327,A929116
,,A909327,A942150
,,A909327,A942793
,,A909327,A957719
,,A909329,A912286
,,A909330,A922110
,,A909330,A925343
,,A909330,A966305
,,A909331,A914223
,,A909332,A945152
,,A909332,A965259
,,A909332,A979011
,,A909333,A925173
,,A909333,A930269
,,A909333,A958157
,,A909336,A921281
,,A909336,A933713
,,A909336,A961173
