0,1
A926618,A968236
A926618,A972175
A926618,A979665
A926619,A926619
A926619,A944619
A926619,A967614
A926619,A976861
A926620,A926620
A926627,A926627
A926631,A926631
A926632,A926632
A926632,A940269
A926638,A926638
A926638,A931357
A926639,A918974
A926639,A926639
A926639,A959839
A926641,A907049
A926641,A912809
A926641,A926641
A926641,A933521
A926641,A950227
A926641,A974104
A926643,A926643
A926643,A955390
A926643,A964887
A926643,A979763
A926643,A996845
A926643,A997650
A926645,A916920
A926645,A926645
A926645,A963907
A926645,A966031
A926645,A967321
A926648,A905040
A926648,A906108
A926648,A915071
A926648,A924936
A926648,A926648
A926648,A948305
A926648,A986294
A926651,A926651
A926654,A926654
A926657,A926657
A926662,A926662
A926666,A926666
A926666,A950126
A926666,A982288
A926666,A994823
A926666,A997038
A926669,A926669
A926672,A926672
A926673,A926673
A926675,A913169
A926675,A926675
A926675,A927071
A926675,A949467
A926675,A966945
A926680,A926680
A926680,A984433
A926696,A926696
A926698,A913805
A926698,A926698
A926698,A934651
A926698,A978903
A926698,A981027
A926698,A983369
A926703,A926703
A926718,A908070
A926718,A919463
A926718,A926718
A926718,A936466
A926718,A943576
A926718,A957541
A926718,A957864
A926718,A985374
A926727,A926727
A926727,A980406
A926729,A907581
A926729,A918605
A926729,A926729
A926729,A944377
A926729,A956507
A926729,A969795
A926729,A982287
A926732,A921284
A926732,A926732
A926732,A938483
A926732,A938506
A926732,A953754
A926739,A906787
A926739,A926739
A926739,A935185
A926739,A939360
A926739,A970533
A926740,A926740
A926740,A973931
A926746,A917478
A926746,A926746
A926746,A927912
A926746,A934622
A926746,A961929
A926746,A967949
A926754,A926754
A926754,A931690
A926754,A934937
A926754,A935522
A926754,A935540
A926754,A947977
A926754,A951704
A926754,A952122
A926754,A985923
A926754,A997571
A926755,A926755
A926759,A926759
A926759,A939091
A926759,A943072
A926759,A966216
A926759,A982172
A926759,A989550
A926759,A997792
A926760,A914348
A926760,A915132
A926760,A915914
A926760,A926760
A926760,A943809
A926760,A957271
A926760,A970861
A926766,A926361
A926766,A926766
A926766,A984754
A926766,A989464
A926770,A905216
A926770,A907597
A926770,A926770
A926770,A950874
A926770,A953985
A926770,A956235
A926776,A912808
A926776,A917180
A926776,A926776
A926776,A934949
A926778,A926778
A926779,A926779
A926781,A926781
A926783,A926783
A926783,A932332
A926783,A936988
A926783,A960580
A926783,A975656
A926791,A926791
A926791,A929882
A926791,A983822
A926798,A926798
A926809,A926809
A926809,A934038
A926809,A975053
A926809,A996635
A926816,A926816
A926816,A931517
A926816,A941428
A926816,A970115
A926816,A975092
A926817,A909790
A926817,A925184
A926817,A926817
A926817,A934111
A926817,A942764
A926817,A949347
A926817,A975220
A926819,A926819
A926830,A926830
A926830,A998675
A926831,A926831
A926831,A960096
A926831,A965165
A926849,A926849
A926852,A907559
A926852,A926852
A926852,A937130
A926852,A961840
A926852,A978209
A926852,A997874
A926862,A912902
A926862,A923046
A926862,A926862
A926862,A941992
A926862,A978386
A926862,A997802
A926864,A926864
A926869,A926869
A926869,A926928
A926870,A912786
A926870,A922222
A926870,A926870
A926870,A971479
A926870,A983264
A926870,A988725
A926872,A921184
A926872,A926872
A926872,A957409
A926872,A980941
A926874,A907733
A926874,A926874
A926874,A988445
A926874,A990011
A926880,A909321
A926880,A926880
A926880,A988771
A926882,A926882
A926893,A926893
A926893,A945051
A926900,A913031
A926900,A926900
A926900,A935566
A926900,A970824
A926904,A926904
A926905,A904800
A926905,A926905
A926905,A958068
A926907,A921105
A926907,A926907
A926907,A962077
A926907,A985589
A926917,A926917
A926917,A946940
A926917,A952410
A926917,A956803
A926917,A965143
A926917,A972893
A926922,A910359
A926922,A926922
A926922,A991205
A926922,A997978
A926926,A908416
A926926,A912099
A926926,A914164
A926926,A915203
A926926,A924752
A926926,A926926
A926926,A949401
A926926,A955387
A926926,A959527
A926928,A926869
A926928,A926928
A926933,A926933
A926937,A926937
A926940,A926940
A926940,A934502
A926940,A990566
A926941,A921972
A926941,A926941
A926941,A947095
A926941,A986355
A926943,A926943
A926953,A926953
A926954,A926954
A926955,A926955
A926959,A912082
A926959,A917303
A926959,A926959
A926959,A952340
A926959,A961469
A926962,A924429
A926962,A926962
A926962,A966334
A926962,A986693
A926962,A998711
A926964,A926964
A926964,A965628
A926965,A909769
A926965,A926965
A926965,A932049
A926969,A926969
A926970,A910927
A926970,A926970
A926970,A940419
A926970,A943397
A926970,A966762
A926970,A991678
A926970,A996130
A926973,A926973
A926973,A927214
A926974,A926974
A926977,A912104
A926977,A926977
A926977,A970899
A926977,A990673
A926978,A922501
A926978,A926978
A926978,A985088
A926979,A926979
A926979,A930912
A926979,A960008
A926979,A970616
A926979,A989426
A926980,A905560
A926980,A914370
A926980,A926980
A926980,A940247
A926980,A974480
A926980,A996577
A926981,A924138
A926981,A926981
A926981,A955238
A926981,A977307
A926982,A916171
A926982,A917538
A926982,A926982
A926982,A958076
A926982,A959190
A926982,A994349
A926986,A926986
A926997,A910102
A926997,A926997
A926997,A941631
A926997,A971869
A926997,A991092
A926997,A993154
A927002,A927002
A927003,A927003
A927003,A940241
A927003,A940580
A927003,A964719
A927005,A927005
A927005,A968722
A927005,A990120
A927011,A909131
A927011,A927011
A927011,A946099
A927011,A961915
A927011,A965521
A927011,A980830
A927022,A927022
A927022,A991528
A927022,A993901
A927031,A927031
A927031,A934886
A927031,A957697
A927031,A973582
A927031,A976495
A927034,A921432
A927034,A926007
A927034,A927034
A927034,A974011
A927035,A912935
A927035,A914801
A927035,A927035
A927035,A992017
A927036,A927036
A927045,A911057
A927045,A927045
A927045,A939439
A927045,A942687
A927045,A959819
A927045,A965217
A927048,A927048
A927053,A916398
A927053,A927053
A927053,A930049
A927053,A970838
A927070,A927070
A927070,A930848
A927070,A932344
A927070,A935901
A927070,A953241
A927070,A963370
A927072,A927072
A927072,A963260
A927073,A927073
A927074,A927074
A927078,A927078
A927081,A912796
A927081,A916924
A927081,A927081
A927081,A928287
A927081,A989598
A927081,A993091
A927082,A927082
A927082,A931458
A927086,A905742
A927086,A927086
A927086,A932653
A927086,A944121
A927086,A979443
A927088,A927088
A927088,A936292
A927088,A944291
A927089,A927089
A927098,A927098
A927098,A954041
A927098,A960654
A927098,A984232
A927098,A992133
A927103,A908407
A927103,A927103
A927103,A936151
A927103,A947601
A927103,A948123
A927103,A973301
A927103,A978493
A927106,A923278
A927106,A925493
A927106,A927106
A927106,A944724
A927106,A964678
A927106,A986452
A927108,A927108
A927108,A936206
A927108,A989011
A927110,A910018
A927110,A917395
A927110,A927110
A927110,A966257
A927113,A915078
A927113,A927113
A927123,A927123
A927125,A913440
A927125,A927125
A927135,A911136
A927135,A922815
A927135,A927135
A927135,A937822
A927135,A980029
A927135,A981718
A927142,A915255
A927142,A927142
A927142,A948012
A927142,A990806
A927144,A927144
A927151,A927151
A927152,A908134
A927152,A927152
A927152,A942433
A927152,A944313
A927152,A959583
A927152,A989993
A927155,A927155
A927161,A926822
A927161,A927161
A927164,A927164
A927164,A934519
A927164,A979272
A927164,A981627
A927165,A916785
A927165,A927165
A927165,A979457
A927165,A993230
A927169,A927169
A927169,A958664
A927169,A971177
A927169,A988375
A927171,A927171
A927171,A963191
A927171,A970658
A927171,A990263
A927173,A916532
A927173,A927173
A927173,A927588
A927173,A938526
A927173,A947726
A927173,A949399
A927173,A953809
A927173,A978700
A927177,A917193
A927177,A927177
A927177,A930185
A927177,A943127
A927177,A945446
A927177,A953928
A927177,A978378
A927178,A927178
A927186,A913353
A927186,A927186
A927188,A927188
A927188,A982807
A927188,A997127
A927193,A927193
A927193,A963915
A927193,A968622
A927193,A983701
A927195,A927195
A927195,A997058
A927200,A927200
A927200,A948419
A927204,A927204
A927204,A930631
A927204,A939984
A927204,A967994
A927204,A968174
A927204,A984718
A927204,A990314
A927210,A927210
A927210,A938009
A927210,A958266
A927210,A961411
A927211,A907642
A927211,A917717
A927211,A927211
A927211,A956071
A927211,A986760
A927213,A927213
A927213,A998481
A927219,A912799
A927219,A919169
A927219,A927219
A927219,A962901
A927219,A964961
A927222,A927222
A927222,A953888
A927222,A967942
A927223,A927223
A927223,A941352
A927224,A927224
A927224,A933926
A927224,A960627
A927224,A990933
A927224,A993431
A927227,A911267
A927227,A922547
A927227,A927227
A927227,A929602
A927227,A946277
A927227,A951242
A927227,A978644
A927231,A927231
A927231,A951447
A927231,A958211
A927232,A927232
A927232,A940336
A927232,A985229
A927237,A915140
A927237,A926590
A927237,A927237
A927237,A928044
A927237,A941471
A927244,A919009
A927244,A927244
A927244,A987455
A927246,A913557
A927246,A927246
A927246,A934643
A927246,A935184
A927246,A973244
A927246,A993381
A927248,A927248
A927248,A947376
A927248,A958056
A927248,A973810
A927249,A907742
A927249,A927249
A927249,A948330
A927249,A982803
A927250,A927250
A927250,A937176
A927251,A908304
A927251,A909933
A927251,A914286
A927251,A927251
A927251,A930673
A927251,A931164
A927251,A938695
A927251,A956604
A927251,A967686
A927251,A970719
A927251,A974605
A927251,A977951
A927251,A988837
A927251,A997339
A927253,A922096
A927253,A927253
A927253,A934389
A927253,A962521
A927253,A983137
A927254,A927254
A927254,A932717
A927254,A937136
A927254,A938478
A927255,A927255
A927256,A906952
A927256,A918989
A927256,A927256
A927256,A959834
A927256,A981098
A927259,A927259
A927261,A927261
A927261,A936907
A927265,A927265
A927269,A925416
A927269,A926215
A927269,A927269
A927272,A927272
A927272,A938816
A927277,A908739
A927277,A910660
A927277,A927277
A927277,A930286
A927277,A964923
A927277,A985186
A927277,A996170
A927281,A927281
A927281,A942096
A927281,A994769
A927281,A998232
A927292,A927292
A927295,A927295
A927298,A908522
A927298,A912360
A927298,A912743
A927298,A927298
A927298,A940234
A927298,A963896
A927300,A927300
A927300,A991297
A927301,A923119
A927301,A927301
A927301,A986986
A927306,A921458
A927306,A927306
A927306,A955432
A927313,A910511
A927313,A927313
A927313,A944115
A927313,A963308
A927313,A985042
A927313,A987240
A927313,A988686
A927315,A927315
A927315,A994095
A927315,A995888
A927318,A912004
A927318,A927318
A927318,A949531
A927318,A950208
A927318,A959593
A927318,A960650
A927322,A909771
A927322,A913773
A927322,A927322
A927322,A948795
A927322,A974806
A927322,A984734
A927328,A927328
A927332,A927332
A927332,A990013
A927339,A927339
A927342,A906689
A927342,A927342
A927342,A943923
A927342,A967851
A927342,A992719
A927345,A927345
A927345,A933839
A927345,A967246
A927346,A919661
A927346,A927346
A927346,A962878
A927346,A987408
A927346,A993124
A927346,A998931
A927349,A912024
A927349,A918183
A927349,A927349
A927349,A928124
A927349,A930158
A927349,A962136
A927349,A965395
A927349,A966480
A927349,A975658
A927351,A927351
A927356,A911429
A927356,A927356
A927356,A935034
A927357,A927357
A927357,A930336
A927359,A916068
A927359,A918379
A927359,A922504
A927359,A927359
A927359,A938126
A927359,A953534
A927359,A982591
A927360,A917167
A927360,A927360
A927360,A984363
A927360,A995349
A927366,A909535
A927366,A927366
A927366,A944058
A927366,A995214
A927370,A927370
A927370,A944721
A927391,A927391
A927401,A907788
A927401,A927401
A927405,A927405
A927411,A927411
A927412,A927412
A927412,A947034
A927428,A927428
A927428,A966738
A927428,A992769
A927434,A927434
A927434,A944059
A927442,A927442
A927445,A913636
A927445,A917485
A927445,A927445
A927445,A947620
A927445,A955975
A927445,A958229
A927449,A927449
A927449,A943444
A927464,A912991
A927464,A927464
A927466,A927466
A927467,A915408
A927467,A922910
A927467,A927467
A927467,A940334
A927479,A926811
A927479,A927479
A927486,A927486
A927490,A916634
A927490,A927490
A927490,A955126
A927490,A962565
A927490,A981608
A927490,A986374
A927493,A909762
A927493,A914037
A927493,A917582
A927493,A921417
A927493,A927493
A927496,A905468
A927496,A927496
A927496,A972102
A927497,A913155
A927497,A916312
A927497,A917053
A927497,A918684
A927497,A919300
A927497,A927497
A927497,A937350
A927497,A938395
A927497,A943544
A927497,A980028
A927498,A927498
A927500,A927500
A927501,A927501
A927508,A905859
A927508,A927508
A927508,A932375
A927508,A935320
A927508,A953760
A927509,A921176
A927509,A923506
A927509,A925716
A927509,A927509
A927509,A933406
A927509,A957181
A927509,A985085
A927511,A916749
A927511,A927511
A927511,A945095
A927511,A968742
A927511,A978176
A927519,A927519
A927520,A925524
A927520,A927520
A927520,A974034
A927520,A974056
A927523,A927523
A927523,A938878
A927523,A966750
A927523,A969448
A927529,A927529
A927532,A927532
A927533,A927533
A927536,A927536
A927540,A927540
A927544,A905488
A927544,A906293
A927544,A911271
A927544,A927544
A927544,A940171
A927544,A946059
A927545,A927545
A927562,A927562
A927563,A927563
A927564,A909317
A927564,A911394
A927564,A921515
A927564,A927564
A927564,A955875
A927564,A972690
A927564,A994248
A927567,A927567
A927574,A927574
A927574,A960527
A927579,A927579
A927579,A937527
A927587,A918004
A927587,A927587
A927587,A948537
A927587,A954858
A927589,A927589
A927594,A922283
A927594,A927594
A927594,A932660
A927594,A932750
A927594,A953817
A927594,A978286
A927594,A979580
A927594,A998705
A927595,A927595
A927595,A956105
A927598,A927598
A927598,A977259
A927599,A927599
A927600,A913323
A927600,A917657
A927600,A927600
A927600,A951791
A927600,A987318
A927600,A989592
A927602,A911296
A927602,A911882
A927602,A917394
A927602,A920140
A927602,A923145
A927602,A927602
A927602,A929749
A927602,A936146
A927602,A939627
A927602,A940036
A927602,A942254
A927602,A942602
A927602,A950338
A927602,A957790
A927602,A962168
A927602,A966741
A927602,A972900
A927602,A988871
A927609,A927609
A927612,A927612
A927613,A927613
A927613,A940183
A927613,A954900
A927615,A927615
A927627,A910836
A927627,A910906
A927627,A912278
A927627,A927627
A927627,A930660
A927628,A906783
A927628,A910822
A927628,A927628
A927630,A927630
A927630,A939021
A927637,A927637
A927640,A923520
A927640,A927640
A927646,A917731
A927646,A927646
A927646,A942245
A927646,A977856
A927646,A978619
A927646,A983464
A927648,A927648
A927648,A978759
A927653,A927653
A927657,A917804
A927657,A927657
A927657,A929512
A927657,A931097
A927657,A974202
A927657,A980339
A927657,A996762
A927660,A927660
A927660,A985451
A927662,A924266
A927662,A927662
A927671,A927671
A927671,A990553
A927672,A927672
A927672,A944608
A927672,A954175
A927672,A956118
A927672,A964579
A927672,A966465
A927672,A967348
A927674,A914194
A927674,A921747
A927674,A927674
A927674,A939696
A927674,A945782
A927674,A952820
A927674,A965354
A927674,A967354
A927674,A973425
A927674,A977943
A927674,A984766
A927678,A908693
A927678,A927678
A927678,A935039
A927678,A936816
A927678,A961758
A927678,A962084
A927678,A986215
A927678,A997493
A927679,A927679
A927679,A959732
A927679,A965364
A927679,A973031
A927679,A992272
A927680,A912642
A927680,A927680
A927680,A965810
A927680,A968808
A927680,A978816
A927680,A979285
A927683,A905392
A927683,A927683
A927686,A909883
A927686,A927686
A927686,A927915
A927686,A938021
A927686,A954160
A927686,A962752
A927686,A982690
A927686,A993846
A927693,A927693
A927693,A933471
A927693,A970685
A927695,A917041
A927695,A927695
A927695,A927851
A927695,A937711
A927695,A941034
A927695,A975428
A927702,A906612
A927702,A912764
A927702,A925017
A927702,A927702
A927702,A929510
A927702,A932388
A927702,A971811
A927702,A972244
A927702,A974702
A927703,A915596
A927703,A927703
A927705,A908044
A927705,A918314
A927705,A927459
A927705,A927705
A927705,A936007
A927707,A927707
A927707,A951014
A927707,A954922
A927709,A906221
A927709,A921847
A927709,A927709
A927709,A930710
A927709,A962364
A927709,A969990
A927722,A914664
A927722,A922518
A927722,A927722
A927723,A927723
A927723,A931372
A927723,A959476
A927723,A983425
A927723,A987736
A927724,A909495
A927724,A924558
A927724,A927724
A927724,A935931
A927724,A952969
A927724,A956540
A927724,A975562
A927724,A976819
A927724,A993180
A927730,A927730
A927733,A927733
A927733,A937707
A927733,A952776
A927733,A965053
A927733,A978984
A927733,A982693
A927740,A927740
A927746,A917848
A927746,A927746
A927746,A937240
A927746,A950507
A927746,A993562
A927754,A927754
A927757,A927757
A927757,A948738
A927757,A949281
A927757,A958446
A927757,A964504
A927757,A968856
A927757,A990630
A927760,A917616
A927760,A927760
A927760,A945038
A927764,A927764
A927764,A928710
A927764,A949112
A927772,A908959
A927772,A927772
A927772,A990059
A927775,A927775
A927775,A943910
A927775,A966455
A927775,A981816
A927777,A927777
A927780,A920915
A927780,A927780
A927780,A964485
A927782,A927782
A927782,A980985
A927783,A927783
A927783,A998472
A927785,A909194
A927785,A910964
A927785,A927785
A927785,A944286
A927785,A967424
A927785,A972613
A927786,A922446
A927786,A923254
A927786,A927786
A927786,A983375
A927789,A927789
A927789,A928726
A927789,A939845
A927789,A941781
A927789,A966280
A927794,A927794
A927794,A964466
A927798,A918755
A927798,A927798
A927798,A997123
A927802,A923672
A927802,A927802
A927802,A967414
A927802,A992480
A927802,A997290
A927807,A924956
A927807,A927807
A927807,A945146
A927807,A997790
A927810,A927810
A927813,A927813
A927813,A944731
A927813,A963979
A927815,A927815
A927815,A938644
A927822,A907692
A927822,A927822
A927822,A931549
A927822,A939088
A927822,A943026
A927831,A927831
A927831,A948951
A927838,A921997
A927838,A927838
A927838,A929368
A927838,A933154
A927838,A959714
A927838,A971951
A927838,A989857
A927839,A927839
A927858,A927858
A927864,A927864
A927866,A927866
A927866,A936680
A927866,A945341
A927867,A907045
A927867,A920451
A927867,A927867
A927867,A935398
A927867,A952664
A927867,A967986
A927868,A922273
A927868,A927868
A927868,A932422
A927868,A948364
A927868,A968452
A927869,A927869
A927872,A927872
A927872,A981826
A927873,A920536
A927873,A927873
A927873,A929265
A927873,A929401
A927873,A943117
A927873,A955844
A927873,A957038
A927873,A988209
A927875,A916006
A927875,A925701
A927875,A927526
A927875,A927875
A927875,A952590
A927875,A991931
A927875,A995072
A927876,A927876
A927878,A907289
A927878,A927878
A927878,A934364
A927878,A935234
A927878,A948466
A927879,A911489
A927879,A927879
A927879,A933274
A927879,A950090
A927879,A967639
A927882,A905113
A927882,A927882
A927883,A927883
A927886,A925788
A927886,A927886
A927888,A910827
A927888,A919892
A927888,A927888
A927888,A972327
A927888,A992419
A927889,A927889
A927890,A927890
A927890,A954122
A927890,A958117
A927890,A958827
A927890,A986657
A927893,A912275
A927893,A927893
A927893,A935953
A927893,A972353
A927898,A911793
A927898,A927898
A927898,A978497
A927905,A912897
A927905,A919828
A927905,A927905
A927905,A946405
A927905,A950958
A927905,A983310
A927908,A918726
A927908,A927908
A927913,A927913
A927914,A912430
A927914,A927914
A927914,A991076
A927918,A927918
A927919,A927919
A927924,A922667
A927924,A924667
A927924,A927924
A927924,A929225
A927924,A972122
A927924,A983405
A927925,A910957
A927925,A927925
A927925,A933048
A927931,A906591
A927931,A918137
A927931,A927931
A927931,A947292
A927931,A972834
A927942,A906748
A927942,A911902
A927942,A927942
A927942,A958723
A927953,A927953
A927953,A985639
A927955,A927955
A927957,A914073
A927957,A920492
A927957,A921594
A927957,A927957
A927957,A928709
A927957,A938910
A927957,A972243
A927960,A917269
A927960,A927960
A927960,A932647
A927960,A957890
A927960,A992906
A927963,A927963
A927963,A955289
A927968,A927968
A927968,A935427
A927968,A942069
A927968,A987314
A927968,A989685
A927968,A990789
A927971,A927971
A927971,A945810
A927973,A927973
A927979,A918899
A927979,A920509
A927979,A927979
A927979,A986124
A927979,A994188
A927982,A914022
A927982,A921757
A927982,A927982
A927982,A944311
A927982,A952905
A927995,A927995
A927999,A927999
A928004,A911974
A928004,A928004
A928004,A956767
A928004,A964452
A928004,A979410
A928004,A988249
A928010,A928010
A928011,A928011
A928011,A944740
A928014,A910504
A928014,A923092
A928014,A928014
A928017,A907191
A928017,A928017
A928017,A931949
A928017,A959374
A928017,A965941
A928017,A967191
A928018,A922459
A928018,A928018
A928018,A955509
A928020,A922184
A928020,A928020
A928020,A958273
A928025,A928025
A928025,A974803
A928026,A928026
A928026,A962109
A928026,A964440
A928031,A928031
A928034,A928034
A928035,A928035
A928035,A989516
A928038,A928038
A928038,A962827
A928038,A978615
A928038,A989689
A928041,A928041
A928042,A928042
A928042,A951806
A928042,A954548
A928042,A968322
A928042,A969642
A928042,A985053
A928044,A915140
A928044,A926590
A928044,A927237
A928044,A928044
A928044,A941471
A928045,A908828
A928045,A926804
A928045,A928045
A928045,A938439
A928050,A918508
A928050,A928050
A928050,A963531
A928051,A911236
A928051,A911351
A928051,A928051
A928051,A935780
A928051,A979010
A928052,A928052
A928061,A928061
A928061,A975392
A928065,A928065
A928065,A966478
A928067,A928067
A928071,A907257
A928071,A928071
A928073,A928073
A928079,A909822
A928079,A918291
A928079,A928079
A928079,A969872
A928079,A978833
A928082,A925256
A928082,A928082
A928082,A977837
A928084,A928084
A928085,A928085
A928085,A974898
A928088,A915256
A928088,A928088
A928088,A930075
A928088,A945796
A928088,A967033
A928088,A980608
A928088,A992197
A928088,A993714
A928091,A928091
A928091,A997653
A928092,A924449
A928092,A926301
A928092,A928092
A928092,A934156
A928092,A971704
A928096,A926208
A928096,A928096
A928103,A928103
A928105,A928105
A928105,A964724
A928105,A965780
A928105,A979369
A928118,A928118
A928118,A945041
A928127,A928127
A928127,A945959
A928127,A964974
A928131,A928131
A928131,A950271
A928131,A960300
A928131,A968646
A928132,A905572
A928132,A908262
A928132,A926293
A928132,A928132
A928132,A946406
A928132,A979500
A928135,A928135
A928135,A971180
A928135,A975993
A928142,A909925
A928142,A928142
A928142,A942963
A928142,A994153
A928145,A926179
A928145,A928145
A928145,A942140
A928146,A909245
A928146,A928146
A928146,A936510
A928146,A945537
A928146,A957579
A928146,A969360
A928147,A924058
A928147,A928147
A928147,A928824
A928147,A934307
A928147,A972885
A928147,A994537
A928154,A907392
A928154,A928154
A928154,A946674
A928154,A950181
A928154,A967259
A928166,A911850
A928166,A917842
A928166,A928166
A928166,A934790
A928166,A974038
A928170,A928170
A928170,A949844
A928175,A928175
A928177,A925316
A928177,A928177
A928177,A998218
A928181,A911126
A928181,A928181
A928186,A928186
A928186,A971622
A928191,A928191
A928191,A936508
A928191,A987031
A928198,A928198
A928203,A928203
A928206,A918775
A928206,A928206
A928206,A945030
A928206,A954337
A928206,A957798
A928206,A959106
A928206,A959168
A928206,A972961
A928206,A987514
A928210,A928210
A928210,A936961
A928210,A969630
A928211,A928211
A928212,A928212
A928213,A928213
A928216,A928216
A928216,A946586
A928216,A958955
A928216,A970408
A928224,A928224
A928224,A970996
A928224,A977033
A928224,A990824
A928230,A918959
A928230,A928230
A928230,A946501
A928230,A955033
A928230,A963157
A928230,A994432
A928234,A907820
A928234,A928234
A928234,A946461
A928234,A960516
A928234,A961912
A928234,A971451
A928234,A982462
A928234,A995762
A928234,A995859
A928235,A928235
A928235,A936011
A928235,A963785
A928244,A916442
A928244,A928244
A928244,A956667
A928244,A960802
A928244,A972371
A928245,A928245
A928248,A928248
A928248,A943854
A928248,A983716
A928251,A906048
A928251,A922882
A928251,A928251
A928251,A946262
A928251,A983792
A928276,A928276
A928276,A936493
A928278,A923541
A928278,A928278
A928278,A932045
A928278,A991952
A928282,A925914
A928282,A928282
A928282,A934960
A928282,A963769
A928285,A928285
A928285,A933654
A928285,A940053
A928285,A960629
A928286,A921339
A928286,A928286
A928286,A938877
A928286,A966046
A928286,A994136
A928286,A996545
A928288,A915744
A928288,A928288
A928288,A930783
A928288,A932004
A928288,A933355
A928288,A971848
A928298,A928298
A928300,A928300
A928303,A918809
A928303,A928303
A928303,A997161
A928306,A928306
A928314,A905317
A928314,A914747
A928314,A916322
A928314,A924910
A928314,A927978
A928314,A928314
A928314,A930676
A928314,A940141
A928314,A959813
A928314,A967198
A928314,A990478
A928323,A912488
A928323,A928323
A928323,A944593
A928323,A983093
A928324,A928324
A928324,A965753
A928324,A995299
A928325,A909876
A928325,A928325
A928325,A935187
A928325,A947990
A928327,A928327
A928340,A913692
A928340,A928340
A928340,A940385
A928344,A916331
A928344,A918196
A928344,A928344
A928344,A936425
A928344,A951956
A928344,A956242
A928345,A928345
A928346,A928346
A928346,A931180
A928346,A992989
A928348,A928348
A928348,A952510
A928360,A928360
A928360,A935726
A928360,A995953
A928363,A918913
A928363,A928363
A928363,A975565
A928363,A995759
A928366,A928366
A928369,A928369
A928369,A989747
A928372,A928372
A928373,A911478
A928373,A919186
A928373,A923250
A928373,A928373
A928373,A939133
A928373,A942500
A928373,A946298
A928373,A962858
A928373,A976703
A928377,A911889
A928377,A920836
A928377,A928377
A928377,A937591
A928377,A941930
A928377,A949938
A928380,A928380
A928384,A928384
A928384,A944629
A928384,A996954
A928387,A928387
A928387,A936753
A928387,A953884
A928387,A954220
A928387,A957955
A928387,A962575
A928387,A964375
A928387,A978413
A928387,A983525
A928390,A919918
A928390,A928390
A928392,A905507
A928392,A917434
A928392,A928392
A928392,A929201
A928392,A982487
A928393,A913433
A928393,A928393
A928393,A934405
A928393,A993202
A928398,A926161
A928398,A928398
A928398,A960511
A928398,A968781
A928398,A975588
A928403,A907338
A928403,A915563
A928403,A928403
A928403,A944009
A928403,A944367
A928403,A958938
A928408,A919787
A928408,A928408
A928408,A988069
A928409,A923946
A928409,A928409
A928410,A928410
A928410,A929795
A928416,A928416
A928416,A983364
A928417,A928417
A928420,A928420
A928420,A957979
A928427,A928427
A928427,A928905
A928427,A944828
A928427,A969192
A928428,A928428
A928437,A928437
A928437,A951401
A928437,A963048
A928441,A906041
A928441,A928441
A928441,A965525
A928441,A976427
A928441,A979238
A928450,A928450
A928451,A917499
A928451,A928451
A928451,A942005
A928451,A944285
A928451,A965040
A928451,A986172
A928451,A996061
A928457,A928457
A928457,A942121
A928457,A980077
A928457,A993658
A928459,A922627
A928459,A927218
A928459,A928459
A928459,A950734
A928459,A959580
A928459,A969509
A928459,A994197
A928460,A906152
A928460,A919398
A928460,A928460
A928460,A933191
A928460,A981526
A928460,A985166
A928463,A928463
A928463,A943144
A928463,A973101
A928468,A928468
A928475,A928475
A928482,A914730
A928482,A928482
A928482,A929826
A928482,A942580
A928482,A982743
A928482,A992994
A928485,A928485
A928497,A928497
A928497,A991563
A928500,A928500
A928500,A985584
A928500,A991330
A928504,A910605
A928504,A928504
A928504,A956161
A928504,A990742
A928505,A928505
A928506,A911578
A928506,A913710
A928506,A914374
A928506,A914401
A928506,A928400
A928506,A928506
A928506,A930746
A928506,A947328
A928506,A958919
A928506,A969253
A928506,A988897
A928507,A928507
A928521,A928521
A928529,A928529
A928529,A975666
A928530,A928530
A928536,A919017
A928536,A928536
A928536,A939002
A928536,A983796
A928538,A928538
A928538,A937931
A928538,A948351
A928538,A968865
A928538,A979711
A928538,A995396
A928538,A996655
A928540,A917147
A928540,A928540
A928540,A936556
A928540,A987891
A928541,A909784
A928541,A913055
A928541,A928541
A928541,A937387
A928541,A942550
A928541,A954816
A928541,A977464
A928541,A984386
A928541,A993301
A928564,A928564
A928564,A949619
A928564,A954149
A928566,A928566
A928566,A946767
A928566,A968666
A928567,A928567
A928567,A932873
A928567,A946874
A928567,A983631
A928567,A988692
A928574,A928574
A928579,A928579
A928579,A993102
A928592,A914783
A928592,A928592
A928592,A941545
A928592,A975149
A928593,A928593
A928599,A910674
A928599,A928599
A928599,A937980
A928601,A928601
A928601,A957019
A928601,A959298
A928601,A974694
A928601,A984102
A928603,A928603
A928603,A931593
A928603,A976445
A928603,A981330
A928607,A920132
A928607,A928607
A928607,A982012
A928607,A982706
A928607,A988070
A928615,A911140
A928615,A923923
A928615,A928615
A928615,A970086
A928616,A928616
A928616,A975475
A928616,A977407
A928617,A928617
A928617,A966289
A928620,A909168
A928620,A928620
A928620,A939437
A928620,A947642
A928620,A974688
A928620,A983852
A928620,A995490
A928621,A928621
A928627,A915243
A928627,A928627
A928627,A960775
A928627,A966677
A928629,A928629
A928630,A928630
A928631,A928631
A928632,A917966
A928632,A925890
A928632,A928632
A928632,A961294
A928634,A916925
A928634,A928634
A928634,A939828
A928634,A957414
A928634,A964800
A928635,A928635
A928635,A942088
A928641,A928641
A928644,A928644
