tuple_id_1,tuple_id_2
A906775,A939403
A906775,A940018
A906775,A944397
A906775,A973707
A906775,A996689
A906776,A915878
A906776,A925504
A906776,A936763
A906776,A992295
A906776,A997598
A906777,A910835
A906777,A927312
A906777,A957448
A906777,A958220
A906777,A968620
A906780,A908045
A906780,A913193
A906780,A977871
A906780,A985285
A906781,A923188
A906781,A942759
A906781,A957298
A906781,A990861
A906782,A925603
A906782,A944454
A906782,A968911
A906782,A972296
A906783,A910822
A906787,A934581
A906787,A935185
A906787,A970533
A906788,A934015
A906788,A962090
A906789,A965714
A906792,A956912
A906792,A975411
A906792,A986055
A906794,A916206
A906794,A920930
A906794,A959227
A906794,A969058
A906795,A916885
A906795,A942236
A906795,A951159
A906795,A953706
A906795,A956514
A906795,A970110
A906795,A977107
A906795,A978080
A906795,A993624
A906797,A993055
A906798,A974656
A906798,A979884
A906799,A921946
A906799,A958731
A906800,A919948
A906800,A923162
A906800,A938904
A906801,A963025
A906802,A985756
A906802,A997221
A906803,A924870
A906803,A972089
A906803,A994041
A906804,A938684
A906804,A986233
A906806,A910569
A906806,A996018
A906808,A929939
A906808,A986333
A906809,A926477
A906809,A926660
A906809,A928152
A906809,A945736
A906809,A966289
A906809,A984001
A906809,A996098
A906810,A909858
A906810,A912815
A906810,A971798
A906810,A993934
A906811,A912770
A906811,A980207
A906815,A920356
A906815,A950171
A906815,A970995
A906815,A974956
A906816,A990848
A906817,A946910
A906817,A988941
A906818,A921050
A906818,A949885
A906818,A970449
A906818,A997498
A906820,A963960
A906822,A927560
A906822,A931412
A906823,A911205
A906823,A913165
A906823,A967288
A906823,A973819
A906823,A981992
A906823,A987990
A906823,A990797
A906823,A993422
A906825,A937733
A906825,A957026
A906825,A963283
A906825,A971972
A906825,A990071
A906826,A934252
A906828,A959435
A906829,A956340
A906829,A959692
A906829,A962495
A906829,A967164
A906830,A909884
A906830,A911127
A906830,A915108
A906830,A917205
A906830,A920576
A906830,A968530
A906830,A991663
A906831,A939051
A906831,A967327
A906831,A974171
A906831,A988957
A906833,A916623
A906833,A921334
A906833,A959536
A906834,A988726
A906835,A913890
A906835,A914317
A906835,A973529
A906836,A930183
A906837,A919980
A906837,A923355
A906837,A946646
A906838,A938433
A906838,A983314
A906841,A908812
A906841,A929769
A906841,A931615
A906842,A991235
A906842,A996644
A906843,A957689
A906845,A922190
A906848,A918187
A906848,A959397
A906848,A966883
A906849,A953176
A906851,A932195
A906851,A942157
A906853,A915239
A906853,A972839
A906855,A994431
A906855,A996992
A906856,A939042
A906856,A957828
A906856,A961291
A906856,A976150
A906856,A977956
A906856,A994969
A906858,A946610
A906858,A954510
A906858,A995641
A906859,A948990
A906859,A950378
A906862,A912891
A906862,A928983
A906862,A932934
A906862,A952784
A906864,A922189
A906864,A981871
A906865,A911811
A906865,A943090
A906865,A955629
A906866,A915212
A906866,A928746
A906866,A934121
A906866,A963815
A906866,A966122
A906867,A922377
A906867,A934909
A906869,A914300
A906869,A928735
A906869,A938690
A906869,A954289
A906869,A964077
A906869,A966475
A906869,A976215
A906870,A934585
A906870,A938844
A906870,A990570
A906872,A909356
A906872,A909774
A906872,A923670
A906872,A964242
A906872,A987482
A906874,A916871
A906874,A921801
A906874,A969943
A906874,A974586
A906876,A967416
A906876,A968131
A906877,A952124
A906877,A983895
A906880,A962898
A906880,A967081
A906880,A969707
A906880,A976789
A906880,A980681
A906881,A925050
A906882,A912287
A906882,A937382
A906882,A960694
A906882,A988700
A906884,A934571
A906884,A964016
A906884,A965947
A906885,A929127
A906885,A958307
A906885,A989795
A906886,A946514
A906886,A958382
A906887,A913882
A906887,A963122
A906887,A995688
A906888,A915339
A906888,A940575
A906888,A943696
A906889,A928128
A906889,A929163
A906889,A942598
A906889,A970707
A906890,A997246
A906892,A907212
A906892,A919844
A906892,A938626
A906892,A970465
A906893,A981062
A906893,A982134
A906894,A982527
A906895,A949402
A906895,A963498
A906897,A951152
A906897,A959587
A906897,A963740
A906897,A995973
A906899,A951685
A906901,A923235
A906901,A931367
A906901,A942253
A906901,A977196
A906901,A986825
A906901,A987089
A906901,A987198
A906901,A992622
A906902,A915882
A906902,A976995
A906903,A972574
A906903,A983484
A906903,A987856
A906903,A994326
A906906,A929373
A906906,A985884
A906908,A946640
A906909,A940964
A906909,A953382
A906909,A957434
A906911,A927949
A906911,A957003
A906911,A964087
A906912,A961009
A906912,A963444
A906913,A911488
A906913,A934538
A906913,A962455
A906913,A987165
A906914,A909112
A906914,A926526
A906914,A937752
A906914,A959660
A906914,A977922
A906914,A989699
A906916,A928879
A906916,A930005
A906916,A950164
A906916,A965637
A906916,A988828
A906917,A907507
A906917,A923852
A906917,A955083
A906917,A993967
A906918,A907922
A906918,A944854
A906918,A995239
A906918,A995611
A906919,A907679
A906919,A925276
A906919,A954707
A906919,A962893
A906924,A926449
A906924,A937465
A906924,A947602
A906925,A938512
A906925,A945940
A906925,A993980
A906926,A907355
A906926,A912539
A906926,A952491
A906926,A971965
A906926,A995661
A906927,A917381
A906927,A925960
A906927,A927543
A906928,A917426
A906928,A986530
A906930,A911706
A906930,A953671
A906930,A997858
A906932,A941019
A906932,A957667
A906933,A959812
A906934,A965260
A906934,A974110
A906936,A908947
A906936,A932975
A906936,A956300
A906936,A979207
A906937,A907945
A906937,A925482
A906937,A957288
A906938,A972404
A906938,A980039
A906939,A937093
A906939,A944094
A906939,A992551
A906939,A998401
A906940,A922409
A906940,A943272
A906940,A947748
A906942,A972829
A906943,A982328
A906943,A987773
A906944,A908455
A906944,A913054
A906944,A928484
A906944,A958291
A906945,A945987
A906945,A954137
A906947,A922297
A906947,A931049
A906947,A934302
A906947,A968707
A906947,A973805
A906947,A980762
A906948,A953108
A906949,A940818
A906949,A955852
A906949,A966610
A906949,A966701
A906952,A918989
A906952,A959834
A906952,A981098
A906954,A979038
A906956,A908323
A906956,A913887
A906956,A974496
A906959,A991928
A906961,A910952
A906961,A970747
A906961,A992261
A906963,A945769
A906963,A948704
A906963,A958920
A906963,A969796
A906963,A990731
A906965,A909445
A906965,A923041
A906965,A963737
A906966,A940842
A906966,A984061
A906966,A984288
A906966,A989329
A906966,A991133
A906969,A923350
A906969,A949025
A906969,A960474
A906969,A989170
A906970,A909111
A906970,A942629
A906970,A943295
A906970,A949517
A906970,A968000
A906970,A969427
A906971,A910593
A906971,A911690
A906971,A927554
A906971,A942551
A906972,A916406
A906972,A927725
A906972,A931598
A906972,A933734
A906972,A941104
A906972,A943340
A906972,A982468
A906974,A946858
A906975,A907365
A906975,A955924
A906976,A916584
A906976,A928739
A906976,A943566
A906976,A971756
A906977,A948760
A906978,A926777
A906978,A947451
A906978,A959916
A906979,A912447
A906979,A951991
A906979,A956856
A906979,A962145
A906979,A978181
A906979,A984622
A906979,A996262
A906980,A916848
A906980,A922319
A906980,A923609
A906980,A998989
A906981,A916458
A906981,A916996
A906981,A990901
A906981,A997620
A906983,A939647
A906983,A941713
A906986,A907412
A906986,A908740
A906986,A959209
A906986,A974763
A906987,A924469
A906987,A934229
A906987,A978444
A906988,A964501
A906988,A970197
A906988,A977074
A906988,A980599
A906989,A909035
A906989,A915240
A906989,A933374
A906989,A949575
A906989,A957978
A906989,A984560
A906990,A921084
A906990,A927065
A906990,A972655
A906991,A907439
A906992,A958792
A906992,A963977
A906992,A978217
A906992,A995524
A906996,A941778
A906996,A942951
A906996,A952762
A906996,A990585
A906997,A917269
A906997,A932647
A906997,A957890
A906997,A992906
A906998,A946293
A906998,A996344
A906999,A910193
A906999,A951287
A906999,A986526
A907000,A923777
A907000,A932914
A907001,A960661
A907001,A967807
A907001,A979122
A907002,A915855
A907002,A923537
A907002,A965049
A907002,A981492
A907003,A926679
A907003,A956210
A907003,A961032
A907004,A913482
A907004,A924970
A907004,A938888
A907005,A963808
A907005,A985804
A907006,A933812
A907006,A961167
A907006,A991871
A907010,A985867
A907012,A952943
A907013,A966461
A907015,A966015
A907017,A939241
A907017,A976422
A907017,A998271
A907019,A969818
A907019,A977570
A907019,A978942
A907020,A919234
A907020,A981694
A907020,A994647
A907022,A936620
A907022,A969743
A907023,A919517
A907023,A936178
A907023,A958915
A907023,A988902
A907024,A928916
A907024,A958140
A907025,A907469
A907025,A953845
A907027,A942376
A907027,A964451
A907027,A970774
A907027,A973871
A907028,A940144
A907028,A979706
A907028,A982865
A907029,A939029
A907030,A940041
A907030,A991509
A907031,A911834
A907031,A951186
A907031,A982051
A907033,A912688
A907033,A919943
A907033,A948797
A907033,A976098
A907033,A994888
A907034,A991608
A907034,A991885
A907034,A998782
A907035,A908848
A907035,A920172
A907035,A922468
A907035,A937605
A907035,A938724
A907035,A941021
A907035,A943471
A907035,A943808
A907035,A955580
A907035,A972230
A907035,A989295
A907035,A990784
A907037,A968378
A907038,A927626
A907038,A931511
A907038,A933927
A907038,A935277
A907038,A986104
A907040,A918971
A907040,A929941
A907040,A931778
A907040,A954830
A907040,A957967
A907040,A986589
A907042,A922632
A907042,A974210
A907043,A926469
A907043,A952508
A907043,A973934
A907044,A935190
A907044,A947308
A907045,A920451
A907045,A967986
A907046,A908001
A907046,A972732
A907046,A975445
A907048,A952053
A907048,A986206
A907048,A988149
A907048,A992443
A907049,A912809
A907049,A933521
A907049,A950227
A907049,A974104
A907051,A919442
A907051,A936401
A907051,A950284
A907051,A957723
A907052,A960274
A907053,A979746
A907053,A997106
A907054,A945622
A907054,A995124
A907055,A926200
A907055,A968416
A907055,A980059
A907056,A928876
A907056,A947728
A907056,A957605
A907058,A949041
A907058,A977897
A907059,A996650
A907060,A930681
A907060,A977343
A907061,A995977
A907062,A907674
A907062,A915773
A907062,A919372
A907062,A931885
A907063,A944470
A907063,A945168
A907063,A958611
A907064,A914056
A907064,A916323
A907064,A934845
A907064,A947179
A907064,A950887
A907064,A953214
A907064,A954267
A907064,A959415
A907064,A990663
A907068,A923062
A907068,A925370
A907068,A925862
A907068,A941539
A907068,A957093
A907068,A983414
A907070,A918241
A907070,A979569
A907070,A985383
A907070,A997560
A907071,A914193
A907071,A969502
A907071,A975731
A907072,A916700
A907072,A957229
A907072,A968548
A907072,A981190
A907072,A993444
A907073,A926002
A907073,A942781
A907073,A966772
A907073,A967302
A907074,A986080
A907074,A991190
A907075,A921933
A907075,A923655
A907075,A924725
A907075,A948873
A907075,A971178
A907075,A986468
A907076,A947608
A907076,A958759
A907077,A907770
A907077,A978812
A907077,A982678
A907077,A986641
A907077,A987259
A907078,A990553
A907079,A982394
A907080,A915377
A907080,A933166
A907080,A934188
A907080,A951936
A907080,A969521
A907080,A986842
A907080,A995184
A907083,A933677
A907083,A939494
A907083,A951876
A907083,A954937
A907083,A986003
A907083,A997337
A907084,A934238
A907084,A968767
A907086,A950030
A907086,A982981
A907088,A915918
A907088,A968201
A907089,A953919
A907090,A946736
A907090,A965345
A907090,A973190
A907092,A930184
A907092,A986896
A907095,A920219
A907095,A965201
A907095,A983501
A907095,A992441
A907096,A965401
A907098,A926988
A907098,A954943
A907098,A980260
A907099,A963170
A907099,A993018
A907102,A966873
A907102,A973144
A907102,A996818
A907103,A911427
A907103,A955969
A907103,A960207
A907103,A974678
A907103,A996038
A907106,A908179
A907106,A925920
A907106,A942848
A907106,A949057
A907107,A931813
A907107,A940370
A907110,A932659
A907110,A933128
A907110,A938099
A907110,A960739
A907112,A917806
A907114,A915028
A907114,A969188
A907114,A969268
A907114,A970327
A907114,A975826
A907114,A997592
A907116,A915309
A907116,A932217
A907116,A995501
A907117,A913933
A907117,A930145
A907117,A950590
A907117,A983937
A907121,A963833
A907121,A977988
A907121,A993115
A907121,A995000
A907122,A959990
A907122,A978892
A907123,A956320
A907123,A968491
A907123,A980048
A907123,A994826
A907124,A912557
A907124,A918983
A907124,A952945
A907124,A958637
A907124,A961998
A907125,A928900
A907125,A965014
A907126,A953935
A907126,A962547
A907127,A950140
A907128,A938653
A907128,A979035
A907129,A931235
A907129,A962558
A907129,A963396
A907129,A979894
A907130,A950003
A907130,A951951
A907130,A956526
A907130,A991568
A907130,A993411
A907131,A910936
A907131,A933321
A907131,A963863
A907133,A908663
A907133,A962952
A907133,A966255
A907133,A966447
A907133,A983601
A907133,A996832
A907134,A946225
A907134,A947918
A907134,A952283
A907134,A981930
A907134,A994529
A907138,A913219
A907138,A988874
A907139,A911350
A907139,A935261
A907139,A947387
A907139,A948806
A907139,A961148
A907139,A965643
A907139,A969396
A907139,A970691
A907141,A914249
A907141,A962468
A907141,A973718
A907141,A988426
A907141,A995312
A907142,A921798
A907142,A929813
A907142,A955401
A907142,A973780
A907142,A993840
A907143,A912693
A907145,A917136
A907145,A986153
A907148,A930760
A907149,A920695
A907149,A922108
A907149,A932798
A907149,A933396
A907149,A968474
A907149,A968561
A907150,A968875
A907150,A973223
A907150,A976063
A907151,A932301
A907151,A934562
A907151,A962874
A907151,A985728
A907152,A945875
A907152,A978504
A907154,A908267
A907154,A913023
A907154,A952675
A907155,A915847
A907155,A929415
A907155,A933060
A907155,A937441
A907155,A939177
A907155,A941800
A907155,A956564
A907157,A915310
A907157,A925878
A907157,A933346
A907158,A908215
A907158,A951482
A907158,A955573
A907158,A964972
A907158,A967123
A907158,A988927
A907160,A934193
A907160,A965884
A907160,A984235
A907160,A993549
A907161,A936418
A907162,A912222
A907162,A973672
A907162,A996417
A907163,A910480
A907163,A918217
A907163,A957433
A907163,A984803
A907164,A938580
A907164,A994309
A907168,A919383
A907168,A971429
A907168,A979366
A907168,A982447
A907168,A984257
A907169,A913209
A907169,A915509
A907169,A939074
A907169,A944559
A907169,A948483
A907170,A908557
A907173,A996814
A907175,A913400
A907175,A973137
A907176,A911745
A907176,A932544
A907176,A958208
A907176,A990755
A907179,A910253
A907179,A923899
A907179,A928945
A907179,A950316
A907179,A953475
A907179,A971919
A907179,A972744
A907180,A955626
A907183,A907450
A907183,A928977
A907183,A932588
A907183,A978343
A907184,A919865
A907184,A956030
A907184,A985841
A907185,A950026
A907185,A953022
A907185,A959790
A907186,A946720
A907186,A987695
A907186,A995445
A907187,A914006
A907187,A917154
A907187,A917463
A907187,A936058
A907187,A942965
A907187,A950204
A907187,A966229
A907187,A982010
A907187,A992626
A907187,A995662
A907187,A997182
A907188,A918286
A907188,A924153
A907188,A942569
A907188,A952606
A907189,A909631
A907189,A967385
A907190,A977144
A907190,A993294
A907191,A931949
A907191,A965941
A907191,A967191
A907192,A927079
A907192,A949434
A907193,A930560
A907193,A987192
A907194,A972434
A907194,A975651
A907194,A978043
A907194,A980700
A907196,A940336
A907197,A939332
A907197,A947125
A907197,A965298
A907202,A936484
A907203,A942618
A907203,A964590
A907203,A996467
A907204,A914980
A907204,A942927
A907204,A948949
A907204,A951507
A907204,A988018
A907204,A995503
A907206,A995938
A907206,A998602
A907207,A923551
A907211,A959249
A907211,A983571
A907211,A997202
A907212,A919844
A907212,A938626
A907212,A970465
A907213,A945244
A907213,A962045
A907213,A964408
A907213,A975158
A907213,A994051
A907214,A957835
A907214,A981418
A907215,A926866
A907215,A936470
A907218,A946873
A907218,A963027
A907218,A965711
A907218,A979436
A907218,A992585
A907219,A934150
A907219,A940749
A907220,A912239
A907220,A941417
A907220,A961434
A907221,A949411
A907221,A969889
A907221,A970413
A907221,A987422
A907221,A997385
A907222,A921407
A907222,A966902
A907223,A907700
A907223,A919002
A907223,A944203
A907223,A966563
A907224,A941306
A907224,A949940
A907224,A993956
A907225,A943521
A907225,A985825
A907226,A941907
A907226,A948287
A907226,A978065
A907226,A979059
A907227,A916271
A907227,A926972
A907228,A910838
A907228,A911665
A907228,A937821
A907230,A949666
A907230,A998117
A907233,A927234
A907233,A938175
A907233,A939325
A907233,A977142
A907233,A977274
A907234,A916378
A907234,A918461
A907234,A923467
A907234,A947047
A907237,A976623
A907238,A981298
A907238,A998413
A907243,A928817
A907244,A930567
A907244,A957647
A907244,A962731
A907246,A964074
A907246,A972916
A907246,A996035
A907248,A931609
A907248,A937301
A907249,A916162
A907249,A935098
A907249,A972322
A907249,A997623
A907250,A914100
A907250,A967047
A907250,A969860
A907250,A982522
A907254,A934664
A907254,A973087
A907256,A935674
A907256,A952696
A907256,A976069
A907261,A921547
A907261,A998029
A907262,A971263
A907262,A984424
A907262,A997510
A907262,A998412
A907263,A938926
A907263,A947415
A907263,A984350
A907264,A907836
A907265,A936929
A907265,A964514
A907265,A973758
A907265,A997305
A907267,A914958
A907268,A914918
A907268,A972625
A907271,A917757
A907271,A928696
A907271,A941117
A907271,A951389
A907271,A959635
A907272,A927899
A907272,A939659
A907272,A941650
A907272,A959733
A907272,A969368
A907273,A940365
A907273,A963064
A907273,A976497
A907273,A986181
A907274,A916571
A907275,A918309
A907275,A935477
A907275,A939399
A907275,A972592
A907275,A998411
A907277,A910904
A907281,A928472
A907282,A931418
A907282,A950179
A907282,A980307
A907283,A925458
A907283,A981578
A907284,A956273
A907285,A959171
A907285,A984566
A907288,A975496
A907288,A995019
A907289,A911122
A907289,A933666
A907289,A948466
A907289,A976070
A907290,A921758
A907290,A928626
A907290,A962093
A907290,A975217
A907290,A979622
A907290,A993865
A907291,A919183
A907291,A939478
A907291,A969020
A907291,A992840
A907292,A928321
A907292,A935622
A907292,A994304
A907294,A917445
A907294,A921329
A907296,A931408
A907296,A942673
A907296,A962840
A907296,A975625
A907297,A971346
A907298,A967275
A907298,A982492
A907298,A993317
A907299,A976079
A907301,A912003
A907301,A961325
A907301,A969022
A907301,A992987
A907302,A929128
A907302,A945799
A907302,A947102
A907303,A917553
A907303,A982478
A907304,A978586
A907306,A917323
A907306,A933481
A907306,A980047
A907309,A912975
A907309,A915681
A907309,A940786
A907310,A953169
A907310,A965541
A907310,A990451
A907311,A929910
A907311,A977231
A907313,A907546
A907313,A951308
A907316,A960641
A907318,A918195
A907318,A935532
A907320,A972954
A907320,A993152
A907321,A918011
A907321,A960891
A907322,A917449
A907322,A934074
A907322,A971100
A907322,A990659
A907322,A990813
A907323,A910029
A907323,A942181
A907323,A965411
A907323,A992417
A907326,A923044
A907326,A945063
A907326,A965524
A907326,A978922
A907326,A984329
A907327,A962691
A907328,A911077
A907328,A939117
A907328,A974936
A907329,A994168
A907329,A997482
A907330,A913406
A907330,A948468
A907330,A948560
A907330,A954957
A907330,A959111
A907330,A969576
A907330,A972235
A907330,A998428
A907332,A908592
A907332,A934267
A907332,A958859
A907332,A967516
A907332,A992482
A907333,A917584
A907333,A918257
A907333,A946651
A907334,A954444
A907334,A967657
A907334,A980589
A907335,A958017
A907335,A964513
A907335,A970264
A907335,A976464
A907335,A980300
A907335,A990818
A907336,A925360
A907336,A952430
A907338,A915563
A907338,A921421
A907338,A930922
A907338,A944367
A907338,A958938
A907339,A918826
A907339,A926101
A907339,A926348
A907339,A929473
A907339,A984170
A907341,A925119
A907341,A935814
A907341,A965009
A907342,A907737
A907342,A922051
A907342,A966259
A907342,A993070
A907343,A918670
A907343,A970127
A907344,A909176
A907344,A911283
A907344,A917845
A907344,A939345
A907344,A994104
A907345,A948257
A907347,A923689
A907348,A922724
A907348,A984687
A907349,A912215
A907349,A967620
A907350,A949281
A907350,A958446
A907351,A982827
A907351,A986569
A907352,A908984
A907352,A924537
A907352,A964812
A907352,A967452
A907353,A915451
A907353,A948355
A907355,A912539
A907355,A952491
A907355,A971965
A907355,A995661
A907356,A920241
A907356,A921577
A907356,A923476
A907356,A928587
A907356,A956428
A907356,A964144
A907356,A965067
A907356,A973682
A907357,A922365
A907357,A951542
A907357,A957539
A907357,A972069
A907357,A977555
A907357,A983462
A907360,A932738
A907360,A943280
A907360,A957900
A907360,A969720
A907362,A943001
A907364,A956233
A907364,A958424
A907364,A962657
A907364,A988870
A907365,A955924
A907367,A966276
A907368,A919084
A907368,A924473
A907368,A958200
A907368,A961427
A907368,A968126
A907368,A984914
A907368,A994631
A907368,A998637
A907370,A911787
A907370,A964406
A907371,A919290
A907371,A925167
A907371,A968567
A907371,A990078
A907373,A908184
A907373,A948718
A907373,A995338
A907374,A910880
A907374,A924820
A907374,A934240
A907374,A950282
A907374,A987297
A907374,A993318
A907374,A997691
A907376,A909839
A907376,A922694
A907376,A925612
A907376,A969504
A907376,A980105
A907378,A954132
A907378,A961309
A907379,A907785
A907379,A954615
A907379,A969435
A907379,A978887
A907380,A961288
A907381,A994629
A907384,A951123
A907384,A951194
A907384,A957637
A907386,A924591
A907386,A935525
A907386,A982296
A907387,A938319
A907387,A992293
A907388,A920487
A907388,A957981
A907388,A982431
A907389,A912533
A907389,A924980
A907390,A909862
A907390,A913699
A907390,A942477
A907390,A945741
A907391,A923856
A907391,A929085
A907392,A946674
A907392,A950181
A907392,A959669
A907392,A965109
A907392,A967259
A907393,A951039
A907393,A956668
A907394,A919548
A907394,A920937
A907394,A949864
A907394,A959203
A907394,A989810
A907395,A958260
A907397,A943013
A907397,A991702
A907399,A995005
A907400,A969121
A907401,A975779
A907402,A939806
A907402,A971577
A907403,A919262
A907403,A919917
A907403,A982618
A907404,A927745
A907404,A951595
A907406,A921980
A907406,A935101
A907406,A938948
A907406,A971581
A907407,A956973
A907407,A957240
A907407,A977456
A907407,A984741
A907410,A935696
A907410,A951091
A907410,A969555
A907410,A974748
A907410,A997278
A907412,A908740
A907412,A959209
A907412,A985377
A907413,A913323
A907413,A917657
A907413,A941475
A907414,A921367
A907415,A959707
A907417,A911815
A907417,A925280
A907417,A958090
A907417,A989000
A907417,A993603
A907417,A998344
A907418,A908586
A907418,A928449
A907418,A930240
A907418,A945808
A907418,A961568
A907418,A961992
A907420,A908310
A907420,A914630
A907420,A923945
A907422,A932222
A907422,A935459
A907422,A944889
A907422,A998977
A907423,A920383
A907423,A925798
A907423,A926282
A907423,A954944
A907423,A968098
A907423,A979381
A907424,A927634
A907430,A926724
A907430,A972708
A907430,A995092
A907431,A907960
A907431,A920137
A907431,A964286
A907431,A996800
A907433,A927870
A907434,A916423
A907434,A923823
A907434,A934434
A907435,A910324
A907435,A932071
A907435,A942084
A907435,A944083
A907435,A964470
A907435,A965663
A907435,A965860
A907435,A968305
A907438,A921379
A907438,A932364
A907438,A954766
A907438,A993551
A907440,A914216
A907441,A907791
A907441,A908322
A907441,A923511
A907441,A965071
A907441,A967299
A907441,A991220
A907441,A991406
A907441,A996394
A907443,A910665
A907443,A935244
A907443,A937460
A907443,A944179
A907443,A959949
A907443,A968157
A907443,A971341
A907443,A974221
A907443,A980358
A907445,A983813
A907446,A913762
A907446,A927489
A907446,A953355
A907447,A992908
A907447,A996065
A907448,A953592
A907450,A928977
A907450,A932588
A907450,A978343
A907452,A914871
A907452,A966039
A907452,A997698
A907459,A927334
A907459,A938348
A907460,A943227
A907461,A922889
A907461,A960187
A907464,A916183
A907464,A941322
A907464,A955928
A907464,A965617
A907464,A993879
A907465,A910715
A907465,A923961
A907465,A927258
A907465,A946575
A907465,A946969
A907465,A952732
A907465,A984045
A907465,A996695
A907466,A924353
A907466,A931042
A907466,A950450
A907466,A957569
A907466,A973566
A907466,A976092
A907466,A984420
A907468,A912025
A907468,A938250
A907468,A945981
A907468,A959362
A907468,A964263
A907469,A922706
A907469,A931722
A907469,A933833
A907469,A953845
A907470,A915093
A907470,A918540
A907470,A927347
A907470,A957215
A907470,A993074
A907471,A942105
A907473,A911095
A907473,A933817
A907475,A972847
A907475,A982481
A907475,A983533
A907475,A990402
A907475,A997989
A907476,A937602
A907479,A927409
A907479,A947465
A907479,A957846
A907480,A917948
A907480,A949916
A907480,A985364
A907481,A913957
A907481,A923725
A907481,A966232
A907481,A977170
A907482,A942737
A907483,A946908
A907484,A916277
A907485,A943547
A907485,A948467
A907485,A962881
A907485,A975264
A907487,A925631
A907487,A944423
A907487,A972129
A907487,A976267
A907488,A929508
A907488,A981089
A907488,A982388
A907488,A991334
A907489,A913852
A907489,A951533
A907489,A970421
A907489,A998878
A907490,A976469
A907490,A978985
A907490,A995813
A907492,A907863
A907492,A973897
A907492,A998348
A907493,A943470
A907495,A920917
A907495,A922119
A907495,A995913
A907496,A909655
A907496,A947320
A907496,A981373
A907498,A951883
A907498,A955730
A907498,A957351
A907499,A926181
A907499,A946443
A907499,A949502
A907499,A966957
A907500,A943581
A907506,A919282
A907506,A926062
A907506,A927323
A907506,A929610
A907506,A965349
A907506,A966016
A907507,A923852
A907507,A955083
A907507,A993967
A907508,A914006
A907508,A917154
A907508,A917463
A907508,A936058
A907508,A942965
A907508,A950204
A907508,A966229
A907508,A982010
A907508,A992626
A907508,A997182
A907509,A917721
A907509,A945203
A907509,A992759
A907510,A945442
A907511,A983971
A907513,A926036
A907513,A957197
A907513,A995478
A907517,A924326
A907517,A933253
A907517,A944021
A907518,A950225
A907518,A981359
A907518,A992562
A907521,A939667
A907521,A959029
A907521,A971514
A907521,A988057
A907522,A936313
A907522,A957522
A907522,A970259
A907522,A982697
A907523,A908734
A907523,A910705
A907523,A943606
A907523,A957226
A907523,A970037
A907524,A934374
A907524,A959474
A907524,A974164
A907524,A995578
A907525,A911655
A907525,A927404
A907525,A968183
A907526,A962321
A907529,A910196
A907529,A911562
A907529,A938197
A907529,A991093
A907530,A920396
A907530,A932723
A907530,A937575
A907530,A981031
A907532,A932456
A907533,A908318
A907533,A934841
A907533,A959207
A907534,A915365
A907534,A972254
A907535,A908898
A907535,A925825
A907535,A950491
A907535,A964807
A907536,A926271
A907536,A960695
A907536,A969119
A907536,A996421
A907537,A927166
A907537,A990580
A907539,A932760
A907539,A952616
A907540,A920648
A907540,A944056
A907540,A984808
A907540,A995606
A907543,A912496
A907543,A949600
A907543,A972457
A907543,A989638
A907544,A947025
A907544,A958153
A907544,A976803
A907546,A951308
A907548,A917557
A907548,A930985
A907549,A947122
A907549,A967859
A907549,A973494
A907549,A983855
A907550,A986340
A907550,A991961
A907550,A994439
A907553,A922183
A907553,A963348
A907553,A965685
A907554,A928259
A907554,A938159
A907554,A945049
A907554,A960542
A907554,A964123
A907554,A967549
A907555,A909755
A907555,A912100
A907556,A951338
A907556,A996003
A907556,A996173
A907556,A996404
A907557,A971405
A907558,A969386
A907562,A912834
A907562,A913481
A907562,A919501
A907564,A929613
A907564,A940823
A907564,A958605
A907567,A910255
A907568,A935913
A907568,A991167
A907569,A909369
A907569,A915469
A907569,A932958
A907569,A939671
A907570,A923127
A907570,A924014
A907570,A945403
A907570,A950281
A907570,A959613
A907570,A974788
A907570,A988274
A907573,A930854
A907573,A945197
A907573,A969155
A907573,A985769
A907575,A967855
A907578,A928227
A907578,A934963
A907578,A956592
A907581,A918605
A907581,A944377
A907581,A982287
A907582,A909321
A907582,A920149
A907582,A943276
A907582,A967738
A907582,A988771
A907582,A995113
A907584,A989433
A907585,A968238
A907585,A969610
A907587,A908320
A907587,A965317
A907587,A967323
A907590,A911914
A907590,A943136
A907590,A950924
A907590,A984555
A907590,A987066
A907590,A996751
A907593,A908143
A907593,A953532
A907593,A954543
A907594,A943392
A907594,A977692
A907595,A929208
A907595,A991311
A907596,A933516
A907596,A941566
A907596,A955845
A907598,A946520
A907598,A982687
A907600,A964654
A907604,A977248
A907605,A909590
A907605,A923662
A907605,A935048
A907605,A948638
A907605,A962695
A907605,A968754
A907605,A993858
A907606,A920665
A907606,A938472
A907606,A949414
A907606,A972681
A907607,A944751
A907609,A918778
A907609,A979393
A907609,A985343
A907610,A920970
A907610,A947026
A907610,A949555
A907610,A949631
A907610,A979778
A907612,A917424
A907613,A921019
A907614,A938335
A907614,A965669
A907614,A990968
A907619,A910580
A907619,A928646
A907619,A985960
A907619,A987759
A907622,A909860
A907622,A916577
A907622,A925670
A907622,A926439
A907622,A935068
A907622,A957784
A907622,A970239
A907622,A981942
A907622,A988010
A907624,A967004
A907624,A995874
A907625,A912229
A907625,A953371
A907625,A977236
A907625,A980056
A907626,A952774
A907626,A995213
A907627,A933710
A907627,A941701
A907628,A918725
A907629,A923915
A907629,A933704
