tuple_id_1,tuple_id_2
A962737,A991611
A962737,A995911
A963235,A979684
A963946,A994436
A964531,A989016
A964752,A976228
A965575,A976404
A965575,A993122
A966643,A968940
A966643,A989304
A966643,A992389
A967054,A973125
A967528,A987776
A967528,A989234
A967528,A994047
A967686,A972580
A967686,A974605
A967686,A988657
A967686,A988837
A967686,A988946
A967686,A994598
A967686,A997339
A967828,A993583
A968089,A975946
A968431,A977237
A968940,A992389
A969847,A990270
A969847,A997174
A969933,A996613
A969959,A986580
A970030,A988297
A970367,A980463
A970415,A990076
A971140,A973610
A971140,A984601
A971593,A997241
A972580,A974605
A972580,A988837
A972580,A997339
A973610,A984601
A974605,A988657
A974605,A988837
A974605,A988946
A974605,A994598
A974605,A997339
A974792,A988946
A974792,A991611
A975899,A988946
A976404,A993122
A976552,A983098
A976552,A983718
A977370,A987776
A977725,A983740
A977951,A980539
A979114,A982535
A979598,A983860
A980213,A985515
A980213,A991400
A981629,A993239
A981629,A994881
A982041,A995508
A982136,A982232
A983098,A983718
A985515,A991400
A986371,A990611
A988657,A988837
A988657,A997339
A988837,A988946
A988837,A997339
A988946,A997339
A990108,A991540
A990270,A997174
A993239,A994881
A994318,A995160
A994598,A997339
A904724,A930535
A904724,A965554
A905254,A945643
A906971,A927554
A929940,A970206
A930535,A965554
A939621,A941470
A939621,A954554
A939621,A962659
A939621,A964826
A941470,A954554
A941470,A962659
A941470,A964826
A954554,A962659
A954554,A964826
A954813,A967950
A954813,A991868
A962659,A964826
A967950,A991868
A974131,A987079
A982156,A984573
A904725,A909312
A904725,A933440
A904725,A959624
A909312,A933440
A909312,A959624
A911060,A958928
A911060,A971544
A913574,A992423
A916349,A949007
A916349,A992240
A916349,A992630
A917475,A976578
A919621,A934050
A933440,A959624
A936519,A983944
A949007,A992240
A949007,A992630
A958928,A971544
A960508,A985168
A992240,A992630
A904726,A989190
A911909,A941091
A911909,A941952
A941091,A941952
A961004,A995298
A904727,A970310
A937809,A954555
A937809,A971851
A954555,A971851
A958811,A961136
A958811,A980374
A961136,A980374
A905753,A959911
A907939,A967397
A909535,A944058
A909925,A942963
A909925,A994153
A910821,A927212
A910821,A934570
A910821,A935991
A910821,A938539
A910821,A939804
A910821,A948304
A910821,A990845
A910821,A997543
A911328,A958168
A911328,A968816
A913354,A930499
A913354,A947929
A913354,A948329
A913354,A950733
A913354,A995156
A914805,A976551
A914805,A988145
A914805,A989072
A914830,A916392
A914830,A994166
A916392,A994166
A916686,A974298
A917123,A941530
A917123,A944741
A919284,A921701
A919284,A940447
A920156,A921190
A920156,A928201
A920156,A954081
A920156,A960759
A921190,A928201
A921190,A954081
A921190,A960759
A921701,A940447
A922105,A964529
A923495,A924804
A923495,A933136
A923495,A953646
A923495,A963743
A923495,A983989
A923495,A992914
A924804,A933136
A924804,A953646
A924804,A963743
A924804,A983989
A924804,A992914
A927212,A934570
A927212,A935991
A927212,A938539
A927212,A939804
A927212,A948304
A927212,A990845
A927212,A997543
A928197,A947646
A928197,A969726
A928197,A977139
A928201,A954081
A928201,A960759
A929522,A967421
A930499,A947929
A930499,A948329
A930499,A950733
A930499,A995156
A930769,A969456
A932966,A951355
A932966,A965790
A932966,A995742
A933136,A953646
A933136,A963743
A933136,A983989
A933136,A992914
A934247,A935350
A934247,A991354
A934570,A935991
A934570,A938539
A934570,A939804
A934570,A948304
A934570,A990845
A934570,A997543
A934890,A936634
A934890,A979300
A935350,A991354
A935991,A938539
A935991,A939804
A935991,A948304
A935991,A990845
A935991,A997543
A936634,A979300
A938354,A969011
A938539,A939804
A938539,A948304
A938539,A990845
A938539,A997543
A939804,A948304
A939804,A997543
A941530,A944741
A942963,A994153
A947646,A969726
A947646,A977139
A947929,A948329
A947929,A950733
A947929,A995156
A948304,A997543
A948329,A950733
A948329,A995156
A950733,A995156
A951355,A965790
A951355,A995742
A953646,A963743
A953646,A983989
A953646,A992914
A954081,A960759
A958168,A968816
A958788,A975697
A958788,A988804
A958788,A997124
A963743,A983989
A963743,A992914
A965790,A995742
A965873,A968133
A965873,A980121
A969726,A977139
A970830,A993843
A973824,A979034
A975697,A988804
A975697,A997124
A976551,A988145
A976551,A989072
A983989,A992914
A985842,A988300
A988145,A989072
A988804,A997124
A990845,A997543
A904732,A908258
A918537,A922269
A918537,A945837
A918537,A968496
A918537,A980360
A922269,A945837
A922269,A968496
A922269,A980360
A924588,A951330
A924588,A988621
A945837,A968496
A945837,A980360
A951330,A988621
A951850,A973975
A956587,A964089
A968496,A980360
A978969,A988780
A907495,A920917
A907495,A922119
A907495,A954821
A909209,A925051
A909209,A945022
A920602,A946342
A920602,A978940
A920602,A997658
A920917,A922119
A920917,A954821
A922119,A954821
A925051,A945022
A946342,A978940
A946342,A997658
A978940,A997658
A904736,A916657
A904736,A938166
A904736,A950907
A904736,A956011
A904736,A973956
A916657,A938166
A916657,A950907
A916657,A956011
A916657,A973956
A918704,A925777
A938166,A950907
A938166,A956011
A938166,A973956
A950907,A956011
A950907,A973956
A956011,A973956
A904738,A910512
A904738,A937213
A906541,A917781
A906541,A922664
A906541,A923816
A906541,A924044
A906541,A965199
A908572,A927557
A908572,A963169
A908572,A963810
A909124,A926860
A909124,A943464
A909124,A960284
A910291,A924449
A910291,A926301
A910291,A934156
A910291,A971704
A910512,A937213
A911958,A944373
A911958,A946785
A911958,A991052
A911958,A994687
A917781,A922664
A917781,A923816
A917781,A924044
A917781,A965199
A918157,A965921
A922664,A923816
A922664,A924044
A922664,A965199
A923310,A923653
A923310,A934657
A923310,A949540
A923310,A955258
A923310,A976561
A923653,A934657
A923653,A949540
A923653,A955258
A923653,A976561
A923674,A947854
A923674,A962298
A923674,A965000
A923674,A966721
A923816,A924044
A923816,A965199
A924044,A965199
A924449,A926301
A924449,A934156
A924449,A971704
A926301,A934156
A926301,A971704
A926860,A960284
A927557,A963169
A927557,A963810
A928092,A966448
A928092,A977771
A931073,A992910
A934156,A971704
A934657,A949540
A934657,A955258
A934657,A976561
A940711,A976561
A941620,A971343
A942407,A972238
A944373,A946785
A944373,A991052
A944373,A994687
A946785,A991052
A946785,A994687
A947854,A962298
A947854,A965000
A947854,A966721
A949540,A955258
A949540,A976561
A955258,A976561
A962298,A965000
A962298,A966721
A963169,A963810
A963646,A991642
A965000,A966721
A965567,A969742
A991052,A994687
A991618,A996983
A913315,A934564
A913315,A951976
A913315,A966819
A934564,A951976
A934564,A966819
A948127,A959904
A951976,A966819
A910869,A911905
A910869,A915480
A910869,A972765
A910869,A975151
A911905,A915480
A911905,A972765
A911905,A975151
A912422,A919168
A912422,A938737
A912422,A948146
A915480,A972765
A915480,A975151
A918503,A939517
A918503,A973449
A919168,A938737
A919168,A948146
A938737,A948146
A939517,A973449
A949330,A982985
A972765,A975151
A904742,A911457
A905101,A908895
A905101,A936424
A908895,A936424
A912695,A922979
A912695,A986536
A922979,A986536
A940139,A945127
A904744,A907610
A904744,A947026
A904744,A949631
A904744,A979778
A905106,A934607
A905106,A989144
A905244,A916923
A905244,A921679
A905244,A944382
A905244,A981477
A905620,A967952
A906547,A919719
A906547,A964193
A907325,A936400
A907578,A928227
A907578,A934963
A907610,A947026
A907610,A949631
A907610,A979778
A909030,A917715
A909030,A951089
A909030,A967965
A909030,A982274
A910209,A927790
A910209,A948322
A910209,A948477
A910209,A959614
A910209,A995601
A910634,A938466
A912385,A959843
A913372,A996079
A913380,A967169
A913882,A995688
A914259,A933858
A915692,A996654
A916923,A921679
A916923,A944382
A916923,A981477
A917715,A951089
A917715,A967965
A917715,A982274
A919719,A964193
A921679,A944382
A921679,A981477
A927289,A938637
A927289,A940466
A927289,A963826
A927790,A948322
A927790,A948477
A927790,A959614
A927790,A995601
A928227,A934963
A929131,A938595
A930931,A940831
A930931,A985569
A932631,A962774
A932631,A976223
A932631,A983116
A932631,A987287
A934607,A989144
A938637,A940466
A938637,A963826
A940023,A980505
A940466,A963826
A940831,A985569
A941731,A964376
A941731,A965325
A941731,A991602
A941731,A993136
A942690,A971258
A944382,A981477
A947026,A949631
A947026,A979778
A948322,A948477
A948322,A959614
A948322,A995601
A948477,A959614
A948477,A995601
A949555,A975179
A949631,A979778
A951089,A967965
A951089,A982274
A951348,A963480
A952710,A957476
A952710,A979380
A952710,A989453
A957476,A979380
A957476,A989453
A959614,A995601
A962389,A970962
A962774,A976223
A962774,A983116
A962774,A987287
A964376,A965325
A964376,A991602
A964376,A993136
A964519,A974542
A965325,A991602
A965325,A993136
A966267,A992793
A967965,A982274
A976223,A983116
A976223,A987287
A979380,A989453
A979498,A987307
A981113,A988352
A983116,A987287
A991602,A993136
A996131,A997816
A904745,A905855
A904745,A945785
A904745,A984533
A905855,A945785
A905855,A984533
A945785,A984533
A904746,A921437
A908503,A926661
A908503,A930941
A908503,A947117
A909392,A928151
A909392,A936161
A909509,A912096
A909509,A950004
A909509,A986916
A909739,A920418
A909882,A912029
A909882,A915983
A909882,A976676
A911682,A934204
A911682,A956996
A911897,A956937
A912029,A915983
A912029,A976676
A912096,A950004
A912096,A986916
A913995,A957051
A913995,A975224
A913995,A990244
A913995,A994781
A915983,A976676
A917550,A918661
A917550,A966479
A918661,A966479
A919591,A938039
A919591,A941698
A919591,A976234
A919634,A945340
A920418,A921570
A920418,A946581
A921157,A925643
A921157,A938982
A921157,A985840
A921157,A988579
A921157,A989996
A921177,A928008
A921177,A961738
A921177,A975693
A921177,A997846
A921570,A946581
A921891,A959369
A925643,A938982
A925643,A985840
A925643,A988579
A925643,A989996
A926661,A930941
A926661,A947117
A928008,A961738
A928008,A975693
A928008,A997846
A928151,A936161
A930941,A947117
A931117,A951101
A931117,A962339
A933300,A948493
A933300,A977842
A933300,A978210
A934204,A956996
A934303,A943066
A934303,A978341
A934303,A980466
A938039,A941698
A938039,A976234
A938982,A985840
A938982,A988579
A938982,A989996
A941548,A986451
A941548,A993764
A941698,A976234
A943066,A978341
A943066,A980466
A948493,A977842
A948493,A978210
A950004,A986916
A951101,A962339
A952908,A966440
A952908,A979092
A953203,A987980
A954516,A969809
A954516,A981301
A957051,A975224
A957051,A990244
A957051,A994781
A961738,A975693
A961738,A997846
A965646,A976127
A965646,A984853
A965646,A997879
A966440,A979092
A969195,A984590
A969809,A981301
A970074,A996086
A972722,A992984
A975224,A990244
A975224,A994781
A975693,A997846
A976127,A984853
A976127,A997879
A977842,A978210
A978341,A980466
A978354,A986019
A978354,A990069
A980037,A997806
A984853,A997879
A985840,A988579
A985840,A989996
A986451,A996086
A988579,A989996
A990244,A994781
A913163,A960857
A914982,A998586
A924006,A925642
A924006,A995307
A924006,A998586
A925642,A995307
A925642,A998586
A930927,A951808
A930927,A955194
A932114,A953458
A933866,A955795
A933866,A963692
A933866,A967346
A936080,A988504
A951808,A955194
A955795,A963692
A955795,A967346
A963692,A967346
A995307,A998586
A904749,A959631
A904749,A989039
A904749,A997010
A959631,A989039
A959631,A997010
A989039,A997010
A904752,A905500
A904752,A908074
A904752,A949340
A904752,A971723
A905500,A908074
A905500,A949340
A905500,A971723
A908074,A949340
A908074,A971723
A915618,A998798
A949340,A971723
A904753,A913842
A904753,A914285
A904753,A932525
A904753,A955736
A913842,A914285
A913842,A932525
A913842,A955736
A914285,A932525
A914285,A955736
A932525,A955736
A935644,A973627
A944061,A948927
A944061,A957888
A945173,A972761
A948927,A957888
A904754,A956438
A904754,A958234
A904754,A962047
A905311,A913877
A905311,A920087
A905311,A930683
A905311,A940431
A905311,A976393
A905311,A992765
A906348,A925875
A908541,A983151
A908541,A984714
A909552,A956832
A909552,A958402
A909552,A961486
A909552,A970505
A909552,A975646
A909552,A986748
A910141,A919223
A910141,A969094
A910160,A920831
A910160,A962815
A910160,A969343
A913877,A920087
A913877,A930683
A913877,A976393
A913877,A992765
A914476,A922783
A919123,A986123
A919223,A969094
A920087,A930683
A920087,A976393
A920087,A992765
A920831,A962815
A920831,A969343
A921861,A951477
A922834,A943223
A922834,A950325
A922834,A951571
A922834,A960588
A922834,A979881
A922834,A981695
A922834,A992609
A925128,A955408
A925128,A994108
A925128,A994453
A925296,A930121
A925296,A951341
A925296,A982433
A925296,A997682
A925596,A935259
A925596,A956228
A926325,A956005
A926325,A985207
A928903,A949943
A928903,A955301
A929643,A968004
A930121,A951341
A930121,A982433
A930121,A997682
A930683,A976393
A930683,A992765
A933009,A979261
A933916,A969094
A937977,A951385
A939478,A961404
A939478,A992840
A939478,A994579
A943223,A950325
A943223,A951571
A943223,A960588
A943223,A979881
A943223,A981695
A943223,A992609
A947798,A976534
A947798,A994908
A949943,A955301
A950325,A951571
A950325,A960588
A950325,A979881
A950325,A981695
A950325,A992609
A951341,A982433
A951341,A997682
A951571,A960588
A951571,A979881
A951571,A981695
A951571,A992609
A955408,A994108
A955408,A994453
A956005,A985207
A956438,A958234
A956438,A962047
A956832,A958402
A956832,A961486
A956832,A970505
A956832,A975646
A956832,A986748
A957879,A970699
A958234,A962047
A958402,A961486
A958402,A970505
A958402,A975646
A958402,A986748
A960295,A981969
A960588,A979881
A960588,A981695
A960588,A992609
A960979,A996741
A961404,A992840
A961404,A994579
A961486,A970505
A961486,A975646
A961486,A986748
A962815,A969343
A970505,A975646
A970505,A986748
A973629,A984903
A975646,A986748
A976393,A992765
A976534,A994908
A977535,A984572
A979881,A981695
A979881,A992609
A981695,A992609
A982433,A997682
A983151,A984714
A985334,A996741
A992840,A994579
A994108,A994453
A905639,A922569
A905639,A933565
A905639,A946517
A905639,A978688
A922569,A933565
A922569,A946517
A922569,A978688
A933565,A946517
A933565,A978688
A946517,A978688
A948162,A975503
A904756,A941771
A904756,A946021
A904756,A980630
A941771,A946021
A941771,A980630
A946021,A980630
A904883,A950529
A905933,A907082
A906593,A953195
A912166,A946734
A912290,A922658
A912290,A938721
A915760,A943787
A922658,A950529
A926605,A977716
A934128,A951266
A938721,A950529
A946457,A950529
A950529,A951675
A951675,A979129
A971881,A994247
A979129,A980945
A917116,A920323
A917116,A933838
A917116,A985351
A920323,A933838
A920323,A985351
A930348,A986921
A933838,A985351
A906280,A931455
A906280,A944219
A906280,A951300
A906280,A962930
A906280,A985295
A909442,A948966
A910267,A993694
A910933,A941544
A910933,A945475
A910933,A949547
A910933,A960844
A910933,A993314
A914137,A986115
A914173,A922282
A914173,A927026
A915526,A952457
A915526,A973554
A915526,A975914
A922282,A927026
A926581,A936766
A927726,A982849
A929468,A946481
A929468,A956091
A931455,A944219
A931455,A951300
A931455,A962930
A931455,A985295
A932315,A955932
A932315,A961020
A932500,A969349
A932500,A995505
A937390,A940478
A937390,A942227
A937390,A950234
A937390,A951604
A937390,A960113
A937390,A963590
A940478,A942227
A940478,A950234
A940478,A951604
A940478,A960113
A940478,A963590
A940661,A993540
A941544,A945475
A941544,A949547
A941544,A960844
A941544,A993314
A942227,A950234
A942227,A951604
A942227,A960113
A942227,A963590
A944219,A951300
A944219,A962930
A944219,A985295
A945475,A949547
A945475,A960844
A945475,A993314
A946481,A956091
A949547,A960844
A949547,A993314
A950234,A951604
A950234,A960113
A950234,A963590
A951300,A962930
A951300,A985295
A951604,A960113
A951604,A963590
A952457,A973554
A952457,A975914
A955932,A961020
A958806,A972077
A960113,A963590
A960844,A993314
A962930,A985295
A966590,A997196
A969349,A995505
A973554,A975914
A979043,A997827
A904760,A978017
A904761,A909700
A904761,A979721
A906582,A941185
A908210,A926071
A908210,A937857
A908210,A970031
A908210,A974589
A909700,A979721
A911306,A929361
A912387,A997400
A915545,A919927
A915545,A947811
A915811,A949033
A915811,A954699
A917041,A927695
A919927,A947811
A923275,A944650
A926071,A937857
A926071,A970031
A926071,A974589
A926826,A956470
A926826,A968611
A926826,A996991
A927796,A948235
A927796,A956772
A927796,A980266
A927851,A937711
A927851,A941034
A930132,A989423
A934479,A947770
A934479,A987020
A934711,A955181
A937711,A941034
A937857,A970031
A937857,A974589
A941148,A950301
A944637,A952119
A944637,A956683
A944637,A995803
A945348,A950821
A947383,A975634
A947770,A987020
A948235,A956772
A948235,A980266
A949033,A954699
A952119,A956683
A952119,A995803
A956470,A968611
A956470,A996991
A956683,A995803
A956772,A980266
A962829,A972910
A962829,A995150
A968151,A985924
A968611,A996991
A970031,A974589
A972035,A993316
A972910,A995150
A905138,A983047
A905441,A929576
A905441,A940093
A905441,A964042
A905441,A976047
A905441,A989520
A906374,A986250
A908333,A928095
A908333,A945916
A908333,A984239
A908333,A984389
A908333,A995939
A913588,A914266
A913588,A933583
A914266,A933583
A915609,A932415
A915609,A953144
A916604,A950802
A916604,A991533
A919468,A966560
A920697,A926591
A920697,A945501
A920697,A982483
A920697,A988254
A923471,A952264
A923471,A982875
A923471,A988418
A925231,A966808
A925594,A950934
A926591,A945501
A926591,A982483
A926591,A988254
A928095,A945916
A928095,A984239
A928095,A984389
A928095,A995939
A929576,A940093
A929576,A964042
A929576,A976047
A929576,A989520
A932289,A933583
A932289,A979071
A932415,A953144
A933163,A954280
A933163,A954906
A933352,A968386
A933352,A979037
A933352,A986136
A933583,A979071
A933657,A990193
A937780,A995297
A939102,A988168
A940093,A964042
A940093,A976047
A940093,A989520
A941324,A951321
A945501,A982483
A945501,A988254
A945916,A984239
A945916,A984389
A945916,A995939
A950802,A991533
A951134,A988317
A951134,A997647
A952264,A982875
A952264,A988418
A954224,A986721
A954224,A990136
A954280,A954906
A962749,A972083
A964042,A976047
A964042,A989520
A968386,A979037
A968386,A986136
A976047,A989520
A979037,A986136
A979104,A979529
A982483,A988254
A982875,A988418
A984239,A984389
A984239,A995939
A984389,A995939
A986721,A990136
A988317,A997647
A904763,A911411
A904763,A960448
A904763,A989596
A904763,A996602
A904772,A965863
A909241,A968960
A909241,A987283
A910587,A944033
A910587,A983109
A911411,A960448
A911411,A989596
A911411,A996602
A925427,A928686
A925427,A957367
A926321,A929658
A926904,A965030
A926904,A971982
A928686,A957367
A928686,A967598
A939187,A947473
A939187,A967316
A944033,A983109
A947473,A967316
A950380,A954110
A950577,A990164
A960448,A989596
A960448,A996602
A962160,A967911
A962160,A992308
A962160,A995480
A966053,A986028
A966053,A995860
A967911,A992308
A967911,A995480
A968960,A987283
A971976,A993344
A986028,A995860
A989596,A996602
A992308,A995480
A906787,A934581
A906787,A935185
A906787,A970533
A909423,A936281
A909423,A951254
A911832,A917903
A911832,A946084
A911832,A998735
A917477,A987095
A917903,A946084
A917903,A998735
A925748,A948770
A925748,A960988
A926739,A939360
A928056,A954333
A934581,A935185
A934581,A970533
A934969,A935393
A935185,A970533
A936281,A951254
A939225,A962033
A939225,A982029
A946084,A998735
A948770,A960988
A957994,A978991
A957994,A982958
A962033,A982029
A974601,A987818
A978991,A982958
A904765,A924280
A904765,A955851
A904765,A981474
A924280,A955851
A924280,A981474
A955851,A981474
A904766,A917800
A904766,A986761
A910173,A916880
A910173,A941377
A910173,A962081
A916880,A941377
A916880,A962081
A917800,A986761
A924086,A940191
A924086,A992628
A940191,A992628
A941377,A962081
A920565,A928294
A920565,A977193
A928294,A977193
A968989,A998375
A904769,A929247
A904771,A930500
A904771,A959513
A904771,A962618
A930500,A959513
A930500,A962618
A959513,A962618
A904773,A927512
A904773,A933986
A904773,A958974
A904773,A973166
A904773,A991447
A921595,A959442
A927512,A933986
A927512,A958974
A927512,A973166
A927512,A991447
A933986,A958974
A933986,A973166
A933986,A991447
A958974,A973166
A958974,A991447
A973166,A991447
A978367,A982453
A904774,A911486
A904774,A957698
A911486,A957698
A910250,A995591
A917229,A968075
A917229,A971071
A917229,A973113
A921490,A994423
A928097,A936922
A928097,A941316
A928097,A941775
A930917,A935721
A930917,A945754
A930917,A957628
A930917,A975645
A933068,A958443
A933068,A964511
A933068,A971227
A935721,A945754
A935721,A957628
A935721,A975645
A936922,A941316
A936922,A941775
A941316,A941775
A944274,A981183
A945754,A957628
A945754,A975645
A947834,A963479
A957628,A975645
A958443,A964511
A958443,A971227
A964511,A971227
A968075,A971071
A968075,A973113
A971071,A973113
A975507,A993660
A984446,A995591
A904907,A992688
A904907,A998406
A905840,A960569
A910189,A985992
A910189,A988245
A911149,A915338
A911653,A915350
A911653,A946592
A911763,A926797
A911763,A943326
A911763,A961219
A911763,A996462
A912657,A959175
A914865,A925314
A915350,A946592
A915416,A939670
A915416,A981815
A917808,A944631
A917808,A972451
A917808,A976068
A917808,A986248
A917808,A992573
A925314,A945466
A926797,A943326
A926797,A961219
A926797,A996462
A927008,A933309
A927008,A950006
A927008,A988812
A929515,A969619
A929515,A986918
A930225,A950356
A930566,A949675
A930566,A973217
A930566,A977963
A931894,A969721
A932024,A986708
A933309,A950006
A933309,A988812
A934531,A949060
A934531,A974994
A934531,A984175
A935392,A984251
A935392,A984553
A936790,A977583
A939536,A968735
A939536,A994946
A939670,A981815
A940210,A965728
A943326,A961219
A943326,A996462
A944631,A972451
A944631,A976068
A944631,A986248
A944631,A992573
A947337,A953435
A947337,A974032
A947337,A982167
A949060,A974994
A949060,A984175
A949675,A973217
A949675,A977963
A950006,A988812
A953435,A974032
A953435,A982167
A953887,A987674
A953887,A997504
A956198,A965625
A956198,A995980
A959175,A962950
A961219,A996462
A965625,A995980
A966817,A988671
A966817,A998996
A968735,A994946
A969619,A986918
A969619,A987118
A972451,A976068
A972451,A986248
A972451,A992573
A973217,A977963
A974032,A982167
A974994,A984175
A976068,A986248
A976068,A992573
A984251,A984553
A985992,A988245
A986248,A992573
A986918,A987118
A987674,A997504
A988671,A998996
A992688,A998406
A904777,A953798
A904777,A963070
A953798,A963070
A904778,A912498
A955434,A979052
A955434,A992634
A979052,A992634
A904779,A945206
A920272,A940094
A907432,A990819
A908406,A927205
A908406,A956842
A908406,A992974
A911819,A944934
A911819,A972233
A918758,A923352
A918758,A951552
A918758,A962241
A923136,A931461
A923136,A939995
A923136,A961744
A923218,A965496
A923352,A951552
A923352,A962241
A924066,A997690
A924447,A931583
A924447,A976713
A925790,A985292
A927163,A948387
A927163,A988299
A927205,A956842
A927205,A992974
A928155,A932173
A928155,A983879
A930206,A995002
A931461,A939995
A931461,A961744
A931583,A976713
A932173,A983879
A939995,A961744
A941832,A944453
A941832,A947257
A941832,A968208
A944453,A947257
A944453,A968208
A944934,A972233
A945187,A951223
A945187,A996899
A947257,A968208
A948387,A988299
A951223,A996899
A951552,A962241
A956842,A992974
A962380,A962861
A962380,A971494
A962380,A985086
A962861,A971494
A962861,A985086
A963388,A968525
A963555,A993387
A971494,A985086
A973814,A982745
A904781,A935509
A904781,A960828
A904781,A964959
A904781,A979360
A904781,A985743
A906915,A989230
A907026,A943790
A908732,A924083
A908732,A935740
A920279,A954739
A923577,A958922
A923577,A967320
A923577,A974299
A923577,A975847
A923577,A980785
A924083,A935740
A935509,A960828
A935509,A964959
A935509,A979360
A935509,A985743
A937661,A974307
A937661,A975631
A958922,A967320
A958922,A974299
A958922,A975847
A958922,A980785
A960828,A964959
A960828,A979360
A960828,A985743
A964959,A979360
A964959,A985743
A967320,A974299
A967320,A975847
A967320,A980785
A974299,A975847
A974299,A980785
A974307,A975631
A974307,A995007
A975631,A995007
A975847,A980785
A979360,A985743
A906429,A917311
A906429,A922325
A906429,A942556
A906429,A944189
A906494,A908609
A906494,A950194
A906494,A955334
A907581,A918605
A907581,A944377
A907581,A982287
A907822,A958747
A908307,A913093
A908585,A915705
A908585,A981414
A908609,A950194
A908609,A955334
A909487,A958449
A909789,A922800
A909789,A982626
A909841,A922426
A910515,A944431
A910515,A962887
A910515,A973985
A911075,A983925
A911075,A996392
A911185,A921765
A911185,A928192
A911185,A956237
A911185,A964371
A911414,A928671
A911414,A977249
A911594,A915231
A911594,A931837
A911594,A944046
A911594,A998790
A911765,A986498
A911824,A953358
A911824,A993043
A912071,A955611
A912071,A980129
A912370,A966385
A912370,A994608
A912689,A941165
A912689,A978450
A912926,A915077
A912926,A988480
A913036,A989574
A913996,A914423
A914704,A956319
A915077,A988480
A915231,A931837
A915231,A944046
A915231,A998790
A915705,A981414
A916564,A988582
A916679,A924007
A916679,A926204
A916679,A982243
A917311,A922325
A917311,A942556
A917311,A944189
A918605,A944377
A918605,A982287
A920915,A964485
A921765,A928192
A921765,A956237
A921765,A964371
A921944,A937155
A921944,A940460
A921944,A964098
A921944,A993392
A922325,A942556
A922325,A944189
A922800,A982626
A924007,A926204
A924007,A982243
A925401,A935524
A925401,A949501
A925401,A949633
A925401,A950071
A925466,A936847
A925466,A937053
A925466,A953683
A925466,A986907
A926204,A982243
A926659,A939915
A926659,A971521
A926729,A946333
A926729,A956507
A926729,A969795
A926828,A978730
A926950,A982744
A926950,A987082
A926950,A992140
A928192,A956237
A928192,A964371
A928671,A977249
A928715,A981700
A928836,A935709
A929396,A982496
A930884,A947384
A930884,A958960
A930884,A979200
A931837,A944046
A931837,A998790
A932157,A975698
A932157,A984600
A933967,A946333
A934379,A959967
A934379,A986587
A934580,A952920
A934775,A997383
A935082,A941468
A935082,A950605
A935524,A949501
A935524,A949633
A935524,A950071
A935773,A969009
A936847,A937053
A936847,A953683
A936847,A986907
A937053,A953683
A937053,A986907
A937155,A940460
A937155,A964098
A937155,A993392
A939144,A943209
A939144,A946578
A939144,A975628
A939144,A983982
A939632,A987213
A939915,A971521
A940460,A964098
A940460,A993392
A941165,A978450
A941468,A950605
A941881,A965413
A942556,A944189
A943209,A946578
A943209,A975628
A943209,A983982
A944046,A998790
A944377,A982287
A944431,A962887
A944431,A973985
A945508,A969365
A945508,A996960
A946333,A948172
A946333,A956507
A946333,A969795
A946578,A975628
A946578,A983982
A946841,A964477
A947384,A958960
A947384,A979200
A949501,A949633
A949501,A950071
A949551,A968709
A949551,A974418
A949551,A995781
A949633,A950071
A950194,A955334
A952922,A993023
A953112,A996397
A953358,A993043
A953683,A986907
A954210,A966260
A954882,A985133
A955611,A980129
A955994,A980013
A956237,A964371
A956507,A969795
A958960,A979200
A959967,A986587
A962887,A973985
A963079,A993508
A963168,A989466
A964098,A993392
A966385,A994608
A967730,A994874
A968709,A974418
A968709,A995781
A969365,A981700
A970262,A996021
A974418,A995781
A974478,A988613
A975628,A983982
A975698,A984600
A978851,A988678
A981700,A996960
A982744,A987082
A982744,A992140
A983925,A996392
A986042,A998450
A987082,A992140
A987957,A994251
A904783,A933954
A904783,A940554
A904783,A984202
A904783,A985585
A905658,A912243
A905658,A927206
A905658,A932733
A905658,A976751
A905658,A997406
A912243,A927206
A912243,A932733
A912243,A976751
A912243,A997406
A913772,A951218
A927206,A932733
A927206,A976751
A927206,A997406
A932733,A976751
A932733,A997406
A933954,A940554
A933954,A984202
A933954,A985585
A940554,A984202
A940554,A985585
A976751,A997406
A979328,A992487
A984202,A985585
A905871,A917087
A905871,A923179
A905871,A940263
A905871,A945061
A905871,A981350
A905871,A989691
A911495,A984806
A914583,A963020
A914583,A994255
A917087,A923179
A917087,A940263
A917087,A945061
A917087,A981350
A917087,A989691
A923179,A940263
A923179,A945061
A923179,A981350
A923179,A989691
A925368,A954864
A925368,A971122
A930750,A942998
A931426,A950115
A934315,A983801
A934315,A995869
A940263,A945061
A940263,A981350
A940263,A989691
A944042,A966254
A945061,A981350
A945061,A989691
A954864,A971122
A963020,A994255
A970416,A992285
A981350,A989691
A983801,A995869
A904785,A922257
A905037,A931300
A905879,A945526
A905879,A988960
A905879,A993892
A906539,A955867
A906539,A994287
A907248,A931609
A907248,A937301
A909015,A916941
A909015,A943685
A909015,A988947
A909439,A938598
A909439,A965405
A910870,A967404
A911708,A929591
A912031,A914688
A912031,A934472
A912031,A995903
A914225,A926579
A914225,A951139
A914688,A934472
A914688,A995903
A915150,A972268
A915975,A952939
A915975,A970106
A915975,A993233
A915975,A994091
A915975,A996764
A916941,A943685
A916941,A988947
A918385,A919616
A918385,A958523
A918385,A965316
A918385,A979969
A918737,A933214
A918737,A943643
A918737,A985729
A919058,A920753
A919058,A935094
A919058,A964892
A919616,A958523
